Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,NRP1-VEGF121 complex,Human,Mouse,"The NRP1-VEGF121 complex mediates the binding of the vascular endothelial growth factor isoform VEGF121 to neuropilin-1 (NRP1), enhancing VEGF-mediated angiogenic signaling. This modulates vascular endothelial cell proliferation and migration in angiogenesis.","Neuropilin-1 (NRP1), Vascular endothelial growth factor A isoform 121 (VEGF121)","NRP1, VEGFA",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,** KDR-VEGF165 protein complex,** Human (*Homo sapiens*),,**,,,**
few-shot,KDR-VEGF165 complex,Human,Mouse,"The KDR-VEGF165 complex mediates high-affinity binding of the vascular endothelial growth factor isoform VEGF165 to the KDR receptor (also known as VEGFR2), initiating receptor dimerization and autophosphorylation, activating downstream signaling for endothelial cell proliferation, migration, survival, and angiogenesis.","Vascular endothelial growth factor receptor 2 (KDR/VEGFR2), Vascular endothelial growth factor A isoform 165 (VEGF165)","KDR, VEGFA",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,KDR-VEGF165 complex,Human,Mouse,"Mediates the high-affinity binding and signal transduction of VEGF165 (Vascular Endothelial Growth Factor 165) via the KDR receptor (also known as VEGFR2), leading to stimulation of angiogenesis, endothelial cell proliferation, migration, and vascular permeability.","Vascular endothelial growth factor receptor 2 (KDR/VEGFR2), Vascular endothelial growth factor A isoform VEGF165","KDR (for VEGFR2), VEGFA (for VEGF165)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.0**
zero-shot,** FLT4-VEGFC Complex,** Human (Homo sapiens),,**,**,,**
few-shot,FLT4-VEGFC complex,Human,"Mouse (conserved, but primary disease and functional relevance is in Human)","Ligand-receptor signaling complex where the vascular endothelial growth factor C (VEGFC) binds to the fms-related tyrosine kinase 4 (FLT4, also known as VEGFR-3). This interaction specifically mediates lymphangiogenesis (formation of lymphatic vessels) in humans, playing critical roles in lymphatic endothelial cell proliferation, migration, and survival.",Vascular endothelial growth factor C (VEGFC); Vascular endothelial growth factor receptor 3 (FLT4/VEGFR-3),"VEGFC, FLT4",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,FLT4-VEGFC complex',Human',Mouse (orthologous interaction and conserved function)',"Receptor-ligand complex involved in lymphangiogenesis. VEGFC (vascular endothelial growth factor C) binds to FLT4 (VEGFR3), leading to receptor dimerization, autophosphorylation, and downstream signaling that promotes proliferation, migration, and survival of lymphatic endothelial cells.'","Vascular endothelial growth factor receptor 3 (VEGFR-3/FLT4), Vascular endothelial growth factor C (VEGFC)'","FLT4, VEGFC'",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
zero-shot,** ITGA3-ITGB1 Complex (also called α3β1 integrin complex),** Human (Homo sapiens) — ITGA3-ITGB1 complex is most prominent and well-studied in humans.,**,**,**,,**; **
few-shot,ITGA3-ITGB1 complex,Human,"Mouse, Rat, Chicken, Zebrafish","The ITGA3-ITGB1 complex, also known as the α3β1 integrin, is a heterodimeric cell surface receptor involved in cell-matrix adhesion. In humans, it mediates the binding of cells to laminins and other extracellular matrix (ECM) components, contributing to processes such as basement membrane organization, cell migration, differentiation, and tissue morphogenesis, notably in the kidney, lung, and skin. It is particularly important for renal filtration barrier integrity and epithelial cell adhesion.","Integrin alpha-3 subunit (ITGA3), Integrin beta-1 subunit (ITGB1)","ITGA3, ITGB1",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,ITGA3-ITGB1 complex,Human,Mouse,"ITGA3-ITGB1 is an integrin heterodimer that primarily functions as a receptor for laminins and other extracellular matrix proteins, mediating cell adhesion, migration, and signal transduction. It is critically involved in developmental processes such as epithelial basement membrane assembly, kidney development, and cell motility in humans.","Integrin alpha-3 (ITGA3), Integrin beta-1 (ITGB1)","ITGA3, ITGB1",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,Golgi-associated retrograde protein complex (GARP complex),Saccharomyces cerevisiae,,"The GARP complex in Saccharomyces cerevisiae mediates tethering of endosome-derived vesicles to the trans-Golgi network, primarily facilitating retrograde transport of proteins from endosomes to the late Golgi. It is essential for proper sorting and recycling of membrane and cargo proteins, and its dysfunction often leads to defects in protein trafficking and vacuole morphology.; Proteins Consisting the Complex:; 1. Vps51; 2. Vps52; 3. Vps53; 4. Vps54; Corresponding Genes:; 1. VPS51; 2. VPS52; 3. VPS53; 4. VPS54; Other Organisms Found In:; The GARP complex is evolutionarily conserved and has orthologs in Humans, Mouse, and Drosophila melanogaster. The homologous complex is not typically described in C. elegans.; ---; Confidence Score Calculation:; **Consistency of information across different databases/sources (0.3 weight):**; - Major resources (SGD, UniProt, literature) all consistently annotate the GARP complex composition, function, and subunit genes in yeast.; **Score: 1.00 x 0.30 = 0.30**; **Supporting experimental data regarding the complex (0.3 weight):**; - Multiple peer-reviewed studies (e.g., Conibear et al., 2003; Bonifacino and Hierro, 2011) offer direct experimental evidence about the complex’s function and composition in S. cerevisiae.; **Score: 1.00 x 0.30 = 0.30**; **Accuracy of corresponding protein-gene mapping (0.25 weight):**; - Proteins and genes are unambiguously mapped and verified via SGD and UniProt.; **Score: 1.00 x 0.25 = 0.25**; **Analysis information being specific to the organism that it is most prominent in (0.15 weight):**; - All analysis strictly limited to S. cerevisiae as the model organism.; **Score: 1.00 x 0.15 = 0.15**; ---",,,**
few-shot,Golgi-associated retrograde protein complex (GARP complex),Saccharomyces cerevisiae,"Human, Mouse, Drosophila melanogaster, C. elegans","The GARP complex is a multisubunit tethering complex required for the tethering and fusion of endosome-derived retrograde transport carriers to the trans-Golgi network. It is essential for proper sorting and delivery of proteins and lipids to the Golgi apparatus, and is critical for endosome-to-Golgi retrograde vesicular transport.","Vps51, Vps52, Vps53, Vps54","VPS51 (YKR020W), VPS52 (YDR484W), VPS53 (YDR388W), VPS54 (YDR027C)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Golgi-associated retrograde protein complex (GARP complex),Human,"Mouse, Saccharomyces cerevisiae, Drosophila melanogaster","Mediates tethering and fusion of endosome-derived vesicles to the trans-Golgi network (TGN) in the retrograde vesicular trafficking pathway. Essential for proper recycling and localization of proteins to the Golgi, maintenance of Golgi structure, and lysosomal function.","VPS51, VPS52, VPS53, VPS54","VPS51 (C11orf2), VPS52, VPS53, VPS54",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,** Transmembrane channel-like (TMC) 2 complex,** Human (*Homo sapiens*),,**,,,**; **
few-shot,Transmembrane channel-like (TMC) 2 complex,Mouse,Human,"Essential component of mechanotransduction in cochlear hair cells; likely forms or contributes to the mechanically gated ion channel involved in auditory transduction, allowing the influx of cations (especially Ca²⁺) in response to mechanical stimuli.","Transmembrane channel-like protein 2, Transmembrane channel-like protein 1","Tmc2, Tmc1",(0.98 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.294 + 0.285 + 0.25 + 0.15 = **0.979**
contextual,Transmembrane channel-like (TMC) 2 complex,Mouse,Human,Forms part of the mechanotransduction channel essential for the conversion of mechanical stimuli (sound and head movement) into electrical signals in cochlear and vestibular hair cells.,"Transmembrane channel-like protein 2, TMIE (Transmembrane inner ear protein), LHFPL5 (Lipoma HMGIC fusion partner-like 5), PCDH15 (Protocadherin-15), TMC1 (component in some mechanotransduction channel complexes, but focus here is TMC2), possibly others such as CIB2 depending on subcomplex assembly and developmental stage.","Tmc2, Tmie, Lhfpl5, Pcdh15 (primary TMC2-associated subunits in the cochlea)",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,** Eukaryotic initiation factor 3 (eIF3) complex (13-subunit form),** Homo sapiens (Human),**,**,,,**
few-shot,Eukaryotic Initiation Factor 3 (eIF3) 13-subunit Complex,Human,Mouse,"Essential for translation initiation; promotes the assembly of the 43S pre-initiation complex, stabilizes the binding of initiator tRNA and mRNA to the ribosome, and recruits other initiation factors. Involved in ribosome biogenesis and various aspects of mRNA metabolism.","eIF3a, eIF3b, eIF3c, eIF3d, eIF3e, eIF3f, eIF3g, eIF3h, eIF3i, eIF3k, eIF3l, eIF3m, eIF3j","EIF3A, EIF3B, EIF3C, EIF3D, EIF3E, EIF3F, EIF3G, EIF3H, EIF3I, EIF3K, EIF3L, EIF3M, EIF3J",(0.96 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.288 + 0.285 + 0.25 + 0.15 = **0.973**
contextual,Eukaryotic initiation factor 3 (eIF3) 13-subunit complex,Human,Mouse,Principal scaffold of the translation pre-initiation complex; orchestrates recruitment of mRNA and other initiation factors to the 40S ribosomal subunit; regulates ribosome assembly/disassembly and modulates start codon selection during translation initiation.,"eIF3a, eIF3b, eIF3c, eIF3d, eIF3e, eIF3f, eIF3g, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m","EIF3A, EIF3B, EIF3C, EIF3D, EIF3E, EIF3F, EIF3G, EIF3H, EIF3I, EIF3J, EIF3K, EIF3L, EIF3M",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,Tip60 Chromatin-Remodeling Complex (also known as the NuA4/Tip60 histone acetyltransferase complex in humans),Homo sapiens (Human),"The Tip60 complex has analogs in the following of the 5 specified model organisms:; - **Mus musculus (Mouse):** Present (with homologous subunits, e.g., Kat5, Ep400, Trapp, etc.).; - **Drosophila melanogaster:** A similar complex exists (dTip60 complex).; - **Saccharomyces cerevisiae:** The NuA4 complex is the yeast homologue.; - **Caenorhabditis elegans:** There are orthologs of several Tip60 subunits, but the canonical Tip60 complex as described in humans is less well-characterized.; **Self Confidence Score Calculation**:; - **Consistency across databases/sources (0.3 weight):** High consistency across UniProt, Reactome, Complex Portal, and recent review literature – **1.0**; - **Supporting experimental data (0.3 weight):** Numerous biochemical, proteomic, and functional studies confirm subunit composition and function – **1.0**; - **Accuracy of protein-gene mapping (0.25 weight):** All mappings checked and correct for core subunits – **1.0**; - **Analysis specificity for human (0.15 weight):** Analysis and protein lists are strictly focused on Homo sapiens – **1.0**; **Equation:**; (1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**","The Tip60 chromatin-remodeling complex is a multi-subunit histone acetyltransferase (HAT) complex. It plays a central role in the acetylation of histone H2A and H4, regulating chromatin structure and gene expression. It is crucial in DNA repair (especially homologous recombination), transcriptional activation, cell cycle progression, apoptosis, and maintenance of genomic stability.; **List of Main Protein Components and Corresponding Genes** *(canonical human subunits, with established experimental data)*:; 1. **KAT5 (Tip60)** – gene: *KAT5*; 2. **TRRAP** – gene: *TRRAP*; 3. **EP400 (p400)** – gene: *EP400*; 4. **DMAP1** – gene: *DMAP1*; 5. **RUVBL1 (Pontin)** – gene: *RUVBL1*; 6. **RUVBL2 (Reptin)** – gene: *RUVBL2*; 7. **EPC1** – gene: *EPC1*; 8. **EPC2** – gene: *EPC2*; 9. **MBTD1** – gene: *MBTD1*; 10. **YEATS4 (GAS41)** – gene: *YEATS4*; 11. **MORF4L1 (MRG15)** – gene: *MORF4L1*; 12. **MORF4L2 (MRGX)** – gene: *MORF4L2*; 13. **BRD8** – gene: *BRD8*; 14. **ING3** – gene: *ING3*; 15. **ACTL6A (BAF53a)** – gene: *ACTL6A*; *Note: Subunit composition can be variable with alternative proteins sometimes incorporated. The above list includes core subunits with well-validated roles in human Tip60 complex function and structure.*",,,
few-shot,Tip60 chromatin-remodeling complex,Human,"Mus musculus, Drosophila melanogaster, Saccharomyces cerevisiae","The Tip60 complex is a multi-subunit histone acetyltransferase complex that plays a critical role in transcription regulation, DNA repair, and apoptosis. It specifically acetylates histones (notably H4 and H2A), facilitating chromatin remodeling and gene expression, and is essential for the cellular response to DNA double-strand breaks.","KAT5 (Tip60), TRRAP, EP400, DMAP1, ING3, MRGBP, EPC1, EPC2, RUVBL1, RUVBL2, ACTL6A, BRD8, MRGBP, YEATS4","KAT5, TRRAP, EP400, DMAP1, ING3, MRGBP, EPC1, EPC2, RUVBL1, RUVBL2, ACTL6A, BRD8, MRGBP, YEATS4",(0.97 × 0.3) + (0.92 × 0.3) + (0.98 × 0.25) + (1.0 × 0.15) = 0.291 + 0.276 + 0.245 + 0.15 = **0.962**
contextual,Tip60 chromatin-remodeling complex,Human,"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae","The Tip60 chromatin-remodeling complex functions as an ATP-dependent histone acetyltransferase (HAT) complex critical for the regulation of gene expression via acetylation of histone H2A/H2AX/H4. It also plays essential roles in DNA double-strand break repair (homologous recombination), apoptosis, cell cycle progression, and transcriptional activation.","TIP60 (KAT5), TRRAP, EP400 (p400), DMAP1, RUVBL1, RUVBL2, MRGBP, EPC1, EPC2, ING3, BRD8, ACTL6A (BAF53A), YEATS4 (GAS41), VPS72 (Yl-1)","KAT5, TRRAP, EP400, DMAP1, RUVBL1, RUVBL2, MRGBP, EPC1, EPC2, ING3, BRD8, ACTL6A, YEATS4, VPS72",(0.93 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.279 + 0.285 + 0.25 + 0.15 = **0.964**
zero-shot,COP9 Signalosome (CSN),Homo sapiens (Human),,"The COP9 Signalosome is a highly conserved multi-protein complex that regulates protein degradation via the ubiquitin-proteasome system, primarily through control of cullin-RING E3 ubiquitin ligases (CRLs). Its main function is removing the ubiquitin-like protein NEDD8 from cullins (deneddylation), thereby modulating CRL activity, affecting cell cycle, DNA repair, and various signalling pathways crucial for development and homeostasis.; Proteins Consisted of (Human):; The human COP9 Signalosome complex is composed of eight subunits:; 1. CSN1 (GPS1); 2. CSN2 (COPS2); 3. CSN3 (COPS3); 4. CSN4 (COPS4); 5. CSN5 (COPS5, also known as JAB1); 6. CSN6 (COPS6); 7. CSN7 (COPS7A or COPS7B; two paralogs, either can be present); 8. CSN8 (COPS8); Corresponding Genes:; - GPS1 (CSN1); - COPS2 (CSN2); - COPS3 (CSN3); - COPS4 (CSN4); - COPS5 (CSN5, JAB1); - COPS6 (CSN6); - COPS7A or COPS7B (CSN7); - COPS8 (CSN8); Other Organisms Where Complex is Found (from the specified list):; Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae (all show conservation of the COP9 Signalosome, but complex composition and function details can vary).; ---; Confidence Score Calculation:; - Consistency of information across databases/sources: 0.3 (consistently described in UniProt, Reactome, NCBI Gene, and multiple reviews); - Supporting experimental data regarding the complex: 0.3 (multiple studies confirm human CSN structure and function); - Accuracy of protein-gene mapping: 0.25 (mapping matches reviewed human gene/protein listings); - Analysis information being specific to Homo sapiens: 0.15 (analysis strictly limited to human data, other organisms only listed by presence); Equation:; (0.3 × 1) + (0.3 × 1) + (0.25 × 1) + (0.15 × 1) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00",,,
few-shot,COP9 Signalosome,Human,"Mouse, Drosophila melanogaster, C. elegans, plants, fungi (including Saccharomyces cerevisiae [limited]), Arabidopsis thaliana","The COP9 Signalosome (CSN) is a highly conserved multi-protein complex that regulates protein degradation by controlling the activity of cullin-RING E3 ubiquitin ligases (CRLs) via deneddylation of cullin subunits. In humans, the CSN is involved in the regulation of cell cycle progression, DNA damage response, signal transduction, and development.",- COP9 signalosome complex subunit 1 (CSN1); - COP9 signalosome complex subunit 2 (CSN2); - COP9 signalosome complex subunit 3 (CSN3); - COP9 signalosome complex subunit 4 (CSN4); - COP9 signalosome complex subunit 5 (CSN5); - COP9 signalosome complex subunit 6 (CSN6); - COP9 signalosome complex subunit 7A (CSN7A) & subunit 7B (CSN7B); - COP9 signalosome complex subunit 8 (CSN8),"- GPS1 (encodes CSN1); - COPS2 (encodes CSN2); - COPS3 (encodes CSN3); - COPS4 (encodes CSN4); - COPS5 (encodes CSN5); - COPS6 (encodes CSN6); - COPS7A (encodes CSN7A), COPS7B (encodes CSN7B; mutually exclusive usage); - COPS8 (encodes CSN8)",(0.97 × 0.3) + (0.96 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.291 + 0.288 + 0.25 + 0.15 = **0.979**
contextual,COP9 Signalosome (CSN),Human,"Mouse, Drosophila melanogaster, C. elegans, Saccharomyces cerevisiae, Arabidopsis thaliana","The COP9 Signalosome is a highly conserved multi-subunit complex that regulates protein degradation by catalyzing the removal of the ubiquitin-like protein NEDD8 from cullin-RING ligases (CRLs), modulating their E3 ubiquitin ligase activity. It is essential for cell cycle control, DNA damage response, and development.","COP9 signalosome complex subunit 1 (CSN1), COP9 signalosome complex subunit 2 (CSN2), COP9 signalosome complex subunit 3 (CSN3), COP9 signalosome complex subunit 4 (CSN4), COP9 signalosome complex subunit 5 (CSN5), COP9 signalosome complex subunit 6 (CSN6), COP9 signalosome complex subunit 7A (CSN7A), COP9 signalosome complex subunit 8 (CSN8)","GPS1 (CSN1), COPS2 (CSN2), COPS3 (CSN3), COPS4 (CSN4), COPS5 (CSN5), COPS6 (CSN6), COPS7A (CSN7A), COPS8 (CSN8)",(0.95 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.3 + 0.25 + 0.15 = **0.985**
zero-shot,20S proteasome,Homo sapiens (Human),,"The 20S proteasome is the proteolytic core particle of the 26S proteasome. It is responsible for ATP- and ubiquitin-independent degradation of damaged or misfolded proteins and regulatory proteins. The 20S proteasome provides proteolytic activity via its beta subunits, which cleave peptide bonds through a threonine-dependent mechanism. This activity is crucial for maintaining protein homeostasis and regulatory protein turnover in human cells.; List of Proteins the Complex Consists Of:; The 20S proteasome is a barrel-shaped structure composed of 28 subunits, forming four stacked rings (two outer α-rings and two inner β-rings). There are 14 different subunits: 7 α-type and 7 β-type, each present in two copies per complex.; α-subunits:; 1. PSMA1 (Proteasome subunit alpha type-1); 2. PSMA2 (Proteasome subunit alpha type-2); 3. PSMA3 (Proteasome subunit alpha type-3); 4. PSMA4 (Proteasome subunit alpha type-4); 5. PSMA5 (Proteasome subunit alpha type-5); 6. PSMA6 (Proteasome subunit alpha type-6); 7. PSMA7 (Proteasome subunit alpha type-7); β-subunits:; 1. PSMB1 (Proteasome subunit beta type-1); 2. PSMB2 (Proteasome subunit beta type-2); 3. PSMB3 (Proteasome subunit beta type-3); 4. PSMB4 (Proteasome subunit beta type-4); 5. PSMB5 (Proteasome subunit beta type-5, catalytic); 6. PSMB6 (Proteasome subunit beta type-6, catalytic); 7. PSMB7 (Proteasome subunit beta type-7, catalytic); List of Corresponding Genes:; - α-subunits: PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7; - β-subunits: PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7; Other Organisms in Which the Protein Complex is Found:; Found in: Mouse, C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae (with species-specific subunit nomenclature).; Self Confidence Score Equation:; (Consistency of information across different databases/sources × 0.3) +; (Supporting experimental data regarding the complex × 0.3) +; (Accuracy of corresponding protein-gene mapping × 0.25) +; (The analysis information being specific to the organism that it is most prominent in × 0.15); = (1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15)",,,
few-shot,20S proteasome,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae (highly conserved across eukaryotes)","The 20S proteasome is the proteolytic core particle of the proteasome complex, responsible for ATP- and ubiquitin-independent degradation of misfolded, oxidized, or otherwise damaged proteins, as well as regulated turnover of certain proteins. It plays a central role in maintaining protein homeostasis and is implicated in various cellular processes including cell cycle progression and antigen processing.","- PSMA1 (Proteasome subunit alpha type-1); - PSMA2 (Proteasome subunit alpha type-2); - PSMA3 (Proteasome subunit alpha type-3); - PSMA4 (Proteasome subunit alpha type-4); - PSMA5 (Proteasome subunit alpha type-5); - PSMA6 (Proteasome subunit alpha type-6); - PSMA7 (Proteasome subunit alpha type-7); - PSMA8 (Proteasome subunit alpha type-8, testis-specific); - PSMB1 (Proteasome subunit beta type-1); - PSMB2 (Proteasome subunit beta type-2); - PSMB3 (Proteasome subunit beta type-3); - PSMB4 (Proteasome subunit beta type-4); - PSMB5 (Proteasome subunit beta type-5); - PSMB6 (Proteasome subunit beta type-6); - PSMB7 (Proteasome subunit beta type-7); - PSMB8, PSMB9, PSMB10 (alternative immunoproteasome catalytic subunits in specialized cells)","- PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8; - PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7; - PSMB8, PSMB9, PSMB10 (immunoproteasome variants)",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,20S Proteasome Core Complex,Human,"Mouse, Saccharomyces cerevisiae, C. elegans, Drosophila melanogaster (conserved in all eukaryotes with species-specific subunits)","The 20S proteasome is the central catalytic core of the eukaryotic proteasome pathway, responsible for ATP- and ubiquitin-independent degradation of damaged or misfolded proteins. The 20S core also forms the proteolytic core of the larger 26S proteasome involved in ubiquitin-mediated protein degradation, contributing to cellular protein quality control, regulation of cell cycle, and antigen processing.","- α-type subunits: PSMA1 (α1), PSMA2 (α2), PSMA3 (α3), PSMA4 (α4), PSMA5 (α5), PSMA6 (α6), PSMA7 (α7); - β-type subunits: PSMB1 (β6), PSMB2 (β4), PSMB3 (β3), PSMB4 (β7), PSMB5 (β5), PSMB6 (β1), PSMB7 (β2)","- PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7; - PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,HCN1-HCN4 channel complex,Human (Homo sapiens),,"The HCN1-HCN4 complex is a heteromeric assembly of ion channel subunits that form hyperpolarization-activated cyclic nucleotide-gated (HCN) channels. These channels are primarily responsible for the Ih (hyperpolarization-activated current) in the human heart and brain. They play a critical role in the regulation of cardiac pacemaker activity and neuronal excitability by controlling the flow of Na⁺ and K⁺ ions in response to membrane hyperpolarization and modulation by cyclic nucleotides (notably cAMP).; Proteins in the Complex:; - HCN1 (Hyperpolarization-activated cyclic nucleotide-gated channel 1); - HCN4 (Hyperpolarization-activated cyclic nucleotide-gated channel 4); Corresponding Genes:; - HCN1 gene (Entrez Gene ID: 3480); - HCN4 gene (Entrez Gene ID: 10021); Presence in Other Organisms From List:; - Mouse: The HCN1-HCN4 complex is also reported in mouse cardiac and neuronal tissues.; - C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae: No orthologous complex of precisely HCN1-HCN4 is found.; Self Confidence Score Calculation:; - Consistency of information across different databases/sources (0.3): Multiple sources (UniProt, GeneCards, scientific literature) consistently verify the existence and function of the HCN1-HCN4 heteromer in humans. = 1.00; - Supporting experimental data regarding the complex (0.3): Co-immunoprecipitation and functional assays demonstrate heteromeric HCN1-HCN4 channels in human tissues. = 1.00; - Accuracy of corresponding protein-gene mapping (0.25): Verified through Ensembl, NCBI Gene, and UniProt to match. = 1.00; - Analysis information being specific to the organism that it is most prominent in (0.15): This analysis is specific to humans, with clarifying notes on mouse orthology. = 1.00; Confidence Score Equation:; (1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00",,,
few-shot,HCN1-HCN4 complex',Human',Mouse (with significant but not identical physiological roles)',"The HCN1-HCN4 complex forms a heterotetrameric hyperpolarization-activated cyclic nucleotide-gated (HCN) channel. In the human sinoatrial node, this complex underlies the I_f (funny) current, critically modulating the cardiac pacemaker potential and heart rate by conducting mixed Na+ and K+ cation currents in response to hyperpolarization and cAMP signaling.'",Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1); Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4)',"HCN1, HCN4'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,HCN1-HCN4 complex,Human,Mouse,"Tetrameric hyperpolarization-activated cyclic nucleotide-gated (HCN) channel complex. This complex mediates the hyperpolarization-activated inward current (Ih), contributing to rhythmic activity in pacemaker regions such as the sinoatrial node, and modulates neuronal excitability. HCN1 and HCN4 subunits co-assemble to form heteromeric channels with unique biophysical properties and cAMP sensitivity distinct from homotetramers, tuned to regulate cardiac pacemaking and some neuronal signaling.","Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1), Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4)","HCN1, HCN4",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**
zero-shot,**,**,,**,**,**1.00**,**
few-shot,GRIN1-P2RY4 complex,"Not applicable (no established complex in Human, Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae)",N/A,"There is currently no established evidence in the literature or major protein interaction databases (e.g., BioGRID, IntAct, CORUM, Human Protein Atlas) of a direct or functional protein complex formed specifically between GRIN1 (Glutamate [NMDA] receptor subunit zeta-1) and P2RY4 (P2Y purinoceptor 4) in any model organism, including Human. GRIN1 is a core subunit of the NMDA receptor (a glutamate-gated ion channel), while P2RY4 is a G-protein coupled receptor for extracellular nucleotides. Both are critical in neuronal signaling, but there is no experimentally validated complex consisting solely or directly of GRIN1 and P2RY4.",N/A (no established complex),N/A (no established complex),(0.3 × 1.0) + (0.3 × 0.0) + (0.25 × 1.0) + (0.15 × 1.0) = 0.3 + 0.0 + 0.25 + 0.15 = **0.70**
contextual,GRIN1-P2RY4 complex,"Human (putative—GRIN1 and P2RY4 genes exist in human, but a tangible complex is not described)","Mouse (orthologs exist, but no evidence for this complex), no known evidence in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","No well-defined, experimentally substantiated protein complex known as the ""GRIN1-P2RY4 complex"" has been described in primary scientific literature or major protein complex databases. GRIN1 (Glutamate receptor ionotropic, NMDA 1) and P2RY4 (P2Y purinoceptor 4) are both membrane-associated receptors, but they do not form a canonical or physiologically relevant protein complex in humans or other model organisms. Limited evidence suggests crosstalk between purinergic and glutamatergic signaling pathways, but not as a stable complex.","N-methyl-D-aspartate receptor subunit GRIN1, P2Y purinoceptor 4","GRIN1, P2RY4",(0.60 × 0.3) + (0.30 × 0.3) + (1.0 × 0.25) + (0.67 × 0.15) = 0.18 + 0.09 + 0.25 + 0.1005 = **0.6205**
