Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,NatC (N-terminal acetyltransferase C complex),Human,"Saccharomyces cerevisiae (yeast), Mouse, Drosophila melanogaster, and Caenorhabditis elegans. NatC orthologs and their subunit compositions are conserved across these eukaryotes, though most studies focus on the human and yeast complexes[1].","NatC is a major N-terminal acetyltransferase in humans that catalyzes the co-translational transfer of an acetyl group from acetyl-CoA to the α-amino group of specific protein N-termini. This modification affects protein stability, function, localization, degradation, and interactions. NatC, as a multi-subunit complex, is critical for ensuring the thermostability and catalytic activity of N-terminal acetylation on a large subset of intracellular proteins[1].",- NAA30 (also known as NAT12): catalytic subunit,- NAA30,(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
zero-shot,N/A,1.00 × 0.15 = 0.15,N/A,N/A,N/A,N/A,N/A
few-shot,Not Available (N/A),Not Available (N/A),Not Available (N/A),Not Available (N/A),Not Available (N/A),Not Available (N/A),(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,Not Available (N/A),N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.0 + 0.0 + 0.0 + 0.0 = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,"Because no identifiable complex or organism was specified and no supporting data is available in the search results, the confidence score for any findings is:"
contextual,NatC (N-terminal acetyltransferase C)',Human',Yeast',"NatC is one of the major N-terminal acetyltransferases (NATs) responsible for co-translational N-terminal protein acetylation. This modification affects various protein functions including protein stability, function, localization, degradation, interaction, and complex formation. NatC contributes significantly to the human N-terminal acetylome, which covers approximately 85% of the human proteome.[1][2]'",The human NatC (hNatC) complex includes NAA30 (catalytic subunit) and NAA38 (auxiliary subunit). The search results specifically mention NAA38 as enhancing the thermostability and catalytic activity of the complex.[1]',"NAA30, NAA38'",(0.70 × 0.3) + (0.65 × 0.3) + (0.80 × 0.25) + (1.0 × 0.15) = 0.21 + 0.195 + 0.20 + 0.15 = **0.755**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,Not Available',Not Available',Not Available',Not Available',Not Available',Not Available',(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0 + 0 + 0 + 0 = **0.00**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,NatC complex,Human,"NatC complexes are present in other eukaryotes, but the specific composition and regulatory roles described here are most prominent in humans[1].","The NatC complex is a major N-terminal acetyltransferase (NAT) in humans. It catalyzes the co-translational acetylation of the N-terminus of specific protein substrates. This modification, N-terminal acetylation (NTA), affects protein stability, localization, degradation, and complex formation. The function is crucial for protein homeostasis and proper cellular regulation[1].",- NAA30 (catalytic subunit),- NAA30 (encodes NAA30 protein),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,1.00
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,Not Available (N/A),N/A,N/A,"No specific protein complex named ""N/A"" exists in the referenced databases, and no information is provided regarding a defined protein assembly under this designation in the context of the listed organisms.",N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,"1.00 (focused on human, with explicit mention of presence in mouse and Drosophila, not in yeast or C. elegans)",N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
contextual,N/A,N/A,N/A,N/A,N/A,N/A,N/A
zero-shot,N/A,N/A,N/A,N/A,- IFE-3,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0 × 0.3) + (0 × 0.3) + (0 × 0.25) + (0 × 0.15) = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,N/A
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0 × 0.3) + (0 × 0.3) + (0 × 0.25) + (0 × 0.15) = 0 + 0 + 0 + 0 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,"Based on the available data, all criteria in the confidence equation score zero, as no direct, consistent, or experimentally supported information about a ""N/A"" protein complex exists in the provided context."
zero-shot,N/A,1.00 × 0.15 = 0.15,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.0 + 0.0 + 0.0 + 0.0 = **0.00**
contextual,NatC (N-terminal acetyltransferase C complex),Human,"Saccharomyces cerevisiae (yeast), Mouse, Drosophila melanogaster, C. elegans","NatC is a major N-terminal acetyltransferase complex in humans that mediates N-terminal acetylation, a crucial co-translational protein modification. This modification affects protein stability, localization, degradation, interactions, and complex formation. The NatC complex transfers an acetyl group from acetyl-CoA to specific N-termini of substrate proteins, regulating a significant portion of the human proteome[1].",- NAA30 (catalytic subunit),- NAA30 (encodes NAA30 protein),(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,"Since no data about a specific protein complex was provided or found, the score for all grading criteria is 0.00."
contextual,N/A,1.0,N/A,N/A,N/A,N/A,N/A
zero-shot,N/A,N/A,N/A,N/A,"- Core subunits (shared with TRAPP I): Bet3p, Bet5p, Trs20p, Trs23p, Trs31p, Trs33p",N/A,N/A
few-shot,NatA (N-terminal acetyltransferase A) complex,Human,"NatA is conserved and found in other metazoans; orthologous complexes exist in mouse, yeast (S. cerevisiae), worm (C. elegans), and others, but the specific regulatory association with HYPK appears to be metazoan-specific[2].","The NatA complex is responsible for co-translational N-terminal acetylation of proteins, a modification that influences protein degradation, folding, interprotein interactions, and subcellular targeting[2].","Naa10 (catalytic subunit), Naa15 (auxiliary subunit), and HYPK (Huntingtin Yeast two-hybrid Protein K, an associated regulatory protein)[2].","NAA10, NAA15, HYPK",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,NatA (N-terminal acetyltransferase A) complex',Saccharomyces cerevisiae (budding yeast)',"Humans, mice, C. elegans, Drosophila melanogaster, and plants (the NatA complex is highly conserved across eukaryotes)'[3]","NatA is the major Nα-terminal acetyltransferase in the cytosol of Saccharomyces cerevisiae, responsible for co-translational acetylation of protein N-termini, specifically acetylating newly exposed N-terminal serine, alanine, threonine, glycine, valine, or cysteine residues following removal of the initiator methionine. This modification plays a critical regulatory role in processes including mitophagy (selective mitochondrial degradation) by modifying proteins such as Atg32, and is essential for proper mitochondrial function and protein stability.'[2][5][4]","Ard1p (catalytic subunit), Nat1p (auxiliary subunit)'[2][4][5]","ARD1 (coding for Ard1p), NAT1 (coding for Nat1p)'[4][5]",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**'
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
contextual,NatC (N-terminal acetyltransferase C) complex,Human,"NatC complexes are also found in other eukaryotes, including Saccharomyces cerevisiae and Drosophila melanogaster (although subunit composition may differ)[1].","Catalyzes N-terminal acetylation of specific proteins, a modification that influences protein stability, localization, function, degradation, interaction, and complex assembly. In humans, NatC is responsible for acetylating a subset of the proteome as part of co-translational protein modification[1].",- NAA30 (catalytic subunit),- NAA30,(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = **1.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = **0.00**
contextual,NatC (N-terminal acetyltransferase C) complex,Human,"NatC complexes are also found in other eukaryotes such as Saccharomyces cerevisiae (yeast), Drosophila melanogaster, and Mus musculus (mouse), but the specific subunit composition can vary among species[1].","The human NatC complex is a major N-terminal acetyltransferase that catalyzes the transfer of an acetyl group from acetyl-CoA to the α-amino group of the N-terminus of specific substrate proteins. This N-terminal acetylation regulates protein stability, function, degradation, localization, interaction, and complex formation. It is a co-translational modification that plays a significant regulatory role in eukaryotic proteomes, impacting a majority of human proteins[1].","NAA30 (catalytic subunit), NAA35, NAA38","NAA30, NAA35, NAA38[1]",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0 + 0 + 0 + 0 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.0 × 0.3) + (0.0 × 0.3) + (0.0 × 0.25) + (0.0 × 0.15) = 0.0
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00 + 0.00 + 0.00 + 0.00 = **0.00**
contextual,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
zero-shot,N/A,N/A,N/A,N/A,N/A,N/A,N/A
few-shot,N/A,N/A,N/A,N/A,N/A,N/A,(0.00 × 0.3) + (0.00 × 0.3) + (0.00 × 0.25) + (0.00 × 0.15) = 0.00
contextual,NatA (N-terminal acetyltransferase A) complex,Human,"Yeast (Saccharomyces cerevisiae) (NatA is also present and highly characterized in yeast, where it acetylates about 60% of proteins; metazoan NatA complexes are found in other eukaryotes as well[1]).","NatA is a co-translational N-terminal acetyltransferase that modifies the amino-terminus of nascent proteins as they emerge from the ribosome. In humans, NatA acetylates approximately 85% of the proteome's N-termini, affecting protein degradation, folding, interactions, localization, and cellular morphology. Dysregulation of NatA activity has been linked to human diseases including cancer, developmental, and neurological disorders[1].",- NAA10 (catalytic subunit),- NAA10,\[
