Protein,Organism
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Trafficking protein particle complex subunit BET3', 'Trafficking protein particle complex subunit BET5', 'Trafficking protein particle complex subunit TRS120', 'Trafficking protein particle complex subunit TRS130', 'Trafficking protein particle complex subunit TRS20', 'Trafficking protein particle complex subunit TRS23', 'Trafficking protein particle complex subunit TRS31', 'Trafficking protein particle complex subunit TRS33', 'Trafficking protein particle complex subunit TCA17']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'Cell division control protein 45', 'Sld5', 'GINS complex subunit 1', 'DNA replication complex GINS protein PSF2', 'GINS complex subunit 3']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['Cell division control protein 45', 'Mini-chromosome maintenance protein 2', 'Mini-chromosome maintenance protein 3', 'Mini-chromosome maintenance protein 4', 'Mini-chromosome maintenance protein 5', 'Mini-chromosome maintenance protein 6', 'Mini-chromosome maintenance protein 7', 'GINS complex subunit 1', 'GINS complex subunit 2', 'GINS complex subunit 3', 'GINS complex subunit 4']",Saccharomyces cerevisiae
"['28S ribosomal protein S2', 'mitochondrial', '28S ribosomal protein S5', '28S ribosomal protein S6', '28S ribosomal protein S7', '28S ribosomal protein S9', '28S ribosomal protein S10', '28S ribosomal protein S11', '28S ribosomal protein S12', '28S ribosomal protein S14', '28S ribosomal protein S15', '28S ribosomal protein S16', '28S ribosomal protein S17', '28S ribosomal protein S18a', '28S ribosomal protein S18b', '28S ribosomal protein S18c', '28S ribosomal protein S21', '28S ribosomal protein S22', '28S ribosomal protein S23', '28S ribosomal protein S24', '28S ribosomal protein S25', '28S ribosomal protein S26', '28S ribosomal protein S27', '28S ribosomal protein S28', '28S ribosomal protein S29', '28S ribosomal protein S30', '28S ribosomal protein S31', '28S ribosomal protein S33', '28S ribosomal protein S34', '28S ribosomal protein S35', '28S ribosomal protein S36']",Homo Sapiens
"['28S ribosomal protein S2', 'mitochondrial', '28S ribosomal protein S5', '28S ribosomal protein S6', '28S ribosomal protein S7', '28S ribosomal protein S9', '28S ribosomal protein S10', '28S ribosomal protein S11', '28S ribosomal protein S12', '28S ribosomal protein S14', '28S ribosomal protein S15', '28S ribosomal protein S16', '28S ribosomal protein S17', '28S ribosomal protein S18a', '28S ribosomal protein S18b', '28S ribosomal protein S18c', '28S ribosomal protein S21', '28S ribosomal protein S22', '28S ribosomal protein S23', '28S ribosomal protein S24', '28S ribosomal protein S25', '28S ribosomal protein S26', '28S ribosomal protein S27', '28S ribosomal protein S28', '28S ribosomal protein S29', '28S ribosomal protein S30', '28S ribosomal protein S31', '28S ribosomal protein S33', '28S ribosomal protein S34', '28S ribosomal protein S35', '28S ribosomal protein S36']",Homo Sapiens
"['28S ribosomal protein S2', 'mitochondrial', '28S ribosomal protein S5', '28S ribosomal protein S6', '28S ribosomal protein S7', '28S ribosomal protein S9', '28S ribosomal protein S10', '28S ribosomal protein S11', '28S ribosomal protein S12', '28S ribosomal protein S14', '28S ribosomal protein S15', '28S ribosomal protein S16', '28S ribosomal protein S17', '28S ribosomal protein S18a', '28S ribosomal protein S18b', '28S ribosomal protein S18c', '28S ribosomal protein S21', '28S ribosomal protein S22', '28S ribosomal protein S23', '28S ribosomal protein S24', '28S ribosomal protein S25', '28S ribosomal protein S26', '28S ribosomal protein S27', '28S ribosomal protein S28', '28S ribosomal protein S29', '28S ribosomal protein S30', '28S ribosomal protein S31', '28S ribosomal protein S33', '28S ribosomal protein S34', '28S ribosomal protein S35', '28S ribosomal protein S36']",Homo Sapiens
"['28S ribosomal protein S2', 'mitochondrial', '28S ribosomal protein S5', 'mitochondrial', '28S ribosomal protein S6', 'mitochondrial', '28S ribosomal protein S7', 'mitochondrial', '28S ribosomal protein S9', 'mitochondrial', '28S ribosomal protein S10', 'mitochondrial', '28S ribosomal protein S11', 'mitochondrial', '28S ribosomal protein S12', 'mitochondrial', '28S ribosomal protein S14', 'mitochondrial', '28S ribosomal protein S15', 'mitochondrial', '28S ribosomal protein S16', 'mitochondrial', '28S ribosomal protein S17', 'mitochondrial', '28S ribosomal protein S18a', 'mitochondrial', '28S ribosomal protein S18b', 'mitochondrial', '28S ribosomal protein S18c', 'mitochondrial', '28S ribosomal protein S21', 'mitochondrial', '28S ribosomal protein S22', 'mitochondrial', '28S ribosomal protein S23', 'mitochondrial', '28S ribosomal protein S24', 'mitochondrial', '28S ribosomal protein S25', 'mitochondrial', '28S ribosomal protein S26', 'mitochondrial', '28S ribosomal protein S27', 'mitochondrial', '28S ribosomal protein S28', 'mitochondrial', '28S ribosomal protein S31', 'mitochondrial', '28S ribosomal protein S33', 'mitochondrial', '28S ribosomal protein S34', 'mitochondrial', '28S ribosomal protein S35', 'mitochondrial', '28S ribosomal protein S36', 'mitochondrial']",Homo Sapiens
"['28S ribosomal protein S2', 'mitochondrial', '28S ribosomal protein S5', 'mitochondrial', '28S ribosomal protein S6', 'mitochondrial', '28S ribosomal protein S7', 'mitochondrial', '28S ribosomal protein S9', 'mitochondrial', '28S ribosomal protein S10', 'mitochondrial', '28S ribosomal protein S11', 'mitochondrial', '28S ribosomal protein S12', 'mitochondrial', '28S ribosomal protein S14', 'mitochondrial', '28S ribosomal protein S15', 'mitochondrial', '28S ribosomal protein S16', 'mitochondrial', '28S ribosomal protein S17', 'mitochondrial', '28S ribosomal protein S18a', 'mitochondrial', '28S ribosomal protein S18b', 'mitochondrial', '28S ribosomal protein S18c', 'mitochondrial', '28S ribosomal protein S21', 'mitochondrial', '28S ribosomal protein S22', 'mitochondrial', '28S ribosomal protein S23', 'mitochondrial', '28S ribosomal protein S24', 'mitochondrial', '28S ribosomal protein S25', 'mitochondrial', '28S ribosomal protein S26', 'mitochondrial', '28S ribosomal protein S27', 'mitochondrial', '28S ribosomal protein S28', 'mitochondrial', '28S ribosomal protein S31', 'mitochondrial', '28S ribosomal protein S33', 'mitochondrial', '28S ribosomal protein S34', 'mitochondrial', '28S ribosomal protein S35', 'mitochondrial', '28S ribosomal protein S36', 'mitochondrial']",Homo Sapiens
