Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
few-shot,FLT4-VEGFC complex,Human,"Mouse, zebrafish","The FLT4-VEGFC complex is pivotal for lymphangiogenesis—the formation and maintenance of lymphatic vessels in humans. VEGFC (vascular endothelial growth factor C) acts as a ligand for the receptor tyrosine kinase FLT4 (also known as VEGFR-3), which is predominantly expressed on lymphatic endothelial cells. Upon binding, VEGFC stimulates FLT4-mediated signaling that governs lymphatic endothelial cell proliferation, migration, and survival. This signaling axis is also involved in controlling endothelial cell sprouting by inducing cell-cycle arrest through pathways involving p53, p21, and p27, thus conferring angiogenic potential specifically in lymphatic development[1][2][3][5].","- FLT4 (Fms-related tyrosine kinase 4, also known as VEGFR-3)
- VEGFC (Vascular endothelial growth factor C)","- FLT4 (gene encoding VEGFR-3/FLT4)[1][5]
- VEGFC (gene encoding VEGF-C)[3]

Self",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
contextual,FLT4-VEGFC complex,Human,"Mouse, Zebrafish (*Danio rerio*)[1], with a functionally analogous system in mouse and roles conserved in zebrafish. There is no evidence for this exact complex in *C. elegans*, *Drosophila melanogaster*, or *Saccharomyces cerevisiae*.","The FLT4-VEGFC complex is central to lymphangiogenesis in humans. Specifically, vascular endothelial growth factor C (VEGFC) binds to its main receptor, vascular endothelial growth factor receptor 3 (FLT4, also called VEGFR3), on the surface of lymphatic endothelial cells. Upon ligand binding, FLT4/VEGFR3 is activated, triggering downstream signaling cascades (such as ERK signaling) that drive lymphatic endothelial cell proliferation, migration, differentiation, and survival. This complex is crucial for the development, maintenance, and remodeling of the lymphatic vasculature[1][4]. The VEGFC/FLT4 axis also plays a role in tumor progression by supporting lymphatic vessel formation[3][4].","- Vascular Endothelial Growth Factor C (VEGFC)
- Vascular Endothelial Growth Factor Receptor 3 (FLT4/VEGFR3)","- VEGFC (gene symbol: VEGFC)[3]
- FLT4 (gene symbol: FLT4)[4]

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,ITGA3-ITGB1 complex,Human,"The ITGA3-ITGB1 complex is conserved and present in other mammals (e.g., Mouse, Rat), but the data and highest prominence with detailed functional studies are in Human[3].","The ITGA3-ITGB1 complex, also known as the integrin α3β1 heterodimer, functions as a cell-surface adhesion receptor. It mediates cell adhesion and signal transduction by binding to a variety of extracellular matrix (ECM) proteins, including fibronectin, laminin, collagen, epiligrin, thrombospondin, and CSPG4. This complex is crucial for cell-matrix adhesion, migration, invasion, and integrin-mediated signaling pathways. It plays key roles in processes such as tissue morphogenesis, wound healing, tumor invasion/metastasis, and, specifically, is implicated in mechanical signal transmission in the human myometrium, as well as in the invasion and migration of prostate epithelial cells[2][3][1][4][5].","- Integrin alpha-3 (ITGA3)
- Integrin beta-1 (ITGB1)[2][4][5]","- ITGA3 (Integrin Subunit Alpha 3)
- ITGB1 (Integrin Subunit Beta 1)[2][4][5]

Self","Consistency across databases/sources: 1.0  
Supporting experimental data: 1.0  
Accuracy of protein-gene mapping: 1.0  
Specificity to most prominent organism (Human): 1.0  

Score equation:  
(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
contextual,Golgi-associated retrograde protein complex,Human,"The GARP complex is evolutionarily conserved and also found in Saccharomyces cerevisiae, Drosophila melanogaster, and other eukaryotes[4][5].","The GARP complex is essential for maintaining the Golgi glycosylation machinery in human cells. It mediates the recycling and retention of glycosylation enzymes by tethering endosome-derived vesicles to the trans-Golgi network (TGN), ensuring proper localization of enzymes critical for N- and O-glycan modification. Loss of GARP subunits leads to impaired glycosylation, destabilization of Golgi enzymes, and mis-sorting of glycosylation enzymes toward the endolysosomal pathway instead of retention at the Golgi[1][2].","- VPS51
- VPS52
- VPS53
- VPS54","- VPS51 (gene symbol: VPS51)
- VPS52 (gene symbol: VPS52)
- VPS53 (gene symbol: VPS53)
- VPS54 (gene symbol: VPS54)[1][2][4][5]

Self","Consistency of information: 1.0 × 0.3  
Supporting experimental data: 1.0 × 0.3  
Accuracy of protein-gene mapping: 1.0 × 0.25  
Organism-specific detail: 1.0 × 0.15  
Final confidence score: (1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
contextual,Transmembrane channel-like (TMC) 2 complex,Human,"Mouse (as a prominent research organism for TMC2 function), and more generally in vertebrates; not prominent in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae[4][5].","The TMC2 complex is a mechanotransduction ion channel required for converting mechanical stimuli (sound and head movement) into electrical signals in the hair cells of the inner ear. Specifically, it is essential for auditory (hearing) and vestibular (balance) function. TMC2 forms the pore of the hair cell mechanotransduction (MET) channel, likely as a dimer, and operates with auxiliary subunits to confer its function[3][1][5].","- Transmembrane channel-like protein 2 (TMC2)
- (Forms a complex with other proteins such as CIB2 and CIB3 in vertebrate hair cells)","- TMC2 (encoding Transmembrane channel-like protein 2)[2][3]
- CIB2 (calcium and integrin-binding family member 2) and CIB3 (for auxiliary complex components, though primarily characterized in mouse and vertebrates)[5]

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
few-shot,COP9 Signalosome,Human,"The COP9 signalosome is highly conserved and found in other eukaryotes, including Mouse (Mus musculus), C. elegans, Drosophila melanogaster, and Saccharomyces cerevisiae[5].","The COP9 signalosome is an essential multi-protein complex that regulates protein degradation chiefly by deneddylating cullin-based E3 ubiquitin ligases, thus modulating the ubiquitin-proteasome pathway in humans. It is involved in numerous cellular processes, including cell cycle control, DNA damage repair, transcriptional regulation, and response to environmental stimuli such as UV radiation. Additionally, some subunits also play roles as transcriptional coactivators and corepressors, impacting gene expression and developmental processes[2][5].","- COPS1 (COP9 signalosome subunit 1)
- COPS2 (COP9 signalosome subunit 2)
- COPS3 (COP9 signalosome subunit 3)
- COPS4 (COP9 signalosome subunit 4)
- COPS5 (COP9 signalosome subunit 5)
- COPS6 (COP9 signalosome subunit 6)
- COPS7A (COP9 signalosome subunit 7a)
- COPS8 (COP9 signalosome subunit 8)
- CSNAP (COP9 signalosome complex subunit 9/CSN9, also known as COPS9)","- COPS1
- COPS2
- COPS3
- COPS4
- COPS5
- COPS6
- COPS7A
- COPS8
- COPS9[1][2][3][4]

Self",(1.00 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,HCN1-HCN4 complex,Human,"The HCN1-HCN4 complex (as heteromeric channels) is also described in mouse and rabbit sinoatrial node cells, but HCN4 is the dominant isoform in both, with HCN1 as a secondary component. However, HCN channels as a general class (including other combinations) are present in other mammals and invertebrates[2][3][5].","The HCN1-HCN4 complex forms heteromeric hyperpolarization-activated cyclic nucleotide-gated (HCN) channels in human cardiac pacemaker cells, specifically within the sinoatrial node (SAN). These channels control the “funny” current (I_f), a mixed Na^+/K^+ inward current that is crucial for pacemaking activity, responsible for initiating and regulating heart rate. HCN4 is the predominant isoform in the SAN, with HCN1 present at a significant but lower level. The formation of HCN1-HCN4 heteromers is proposed to contribute to the fine-tuning of pacemaker current properties, such as activation kinetics and sensitivity to cyclic nucleotides, thereby influencing cardiac rhythmicity[1][2][3].","- HCN1 (Hyperpolarization-activated cyclic nucleotide-gated channel 1)
- HCN4 (Hyperpolarization-activated cyclic nucleotide-gated channel 4)","- HCN1
- HCN4

Self",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
few-shot, LY96-TLR4 complex ,Human,"Mouse (evidence from knockout studies), but the complex is most prominent and well-studied in humans[4].","The LY96-TLR4 complex is critical for the innate immune response in humans. It recognizes and responds to bacterial lipopolysaccharide (LPS), a key component of Gram-negative bacterial outer membranes. Upon LPS binding, LY96 (also known as MD-2) forms a heterodimer with TLR4, facilitating the dimerization necessary for downstream signaling and activation of the immune response[4][3][5]. Accessory proteins, including CD14 and LPS-binding protein, assist in transferring LPS to the LY96-TLR4 complex, ensuring efficient recognition and signal transduction[4].","- LY96 (also called MD-2, Lymphocyte antigen 96)
- TLR4 (Toll-like receptor 4)[4][3][5]","- LY96
- TLR4[4][3][5]

Self",(1.00 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual, LY96-TLR4 complex ,"Human'

'","Mouse'

'","The LY96-TLR4 complex, also known as the TLR4-MD-2 complex, is critical for recognizing and binding bacterial lipopolysaccharide (LPS), a component of Gram-negative bacterial cell walls. Upon LPS binding, LY96 (MD-2) associates with TLR4 on the cell surface to initiate dimerization of the receptor complex, leading to downstream signaling and activation of innate immune responses, particularly pro-inflammatory cytokine production.[5][4][1]'

'","Toll-like receptor 4 (TLR4), Lymphocyte antigen 96 (LY96, also known as MD-2)'

'","TLR4, LY96'

'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
few-shot,RAD6-RAD18 ubiquitin ligase complex,"Saccharomyces cerevisiae'  
'","Human, Mouse, C. elegans, Drosophila melanogaster'  
'","The RAD6-RAD18 ubiquitin ligase complex is responsible for monoubiquitinating proliferating cell nuclear antigen (PCNA) at stalled replication forks. This modification facilitates the recruitment of damage-tolerant DNA polymerases, enabling translesion synthesis and DNA damage bypass during post-replication repair. Rad18 acts as the E3 ubiquitin ligase and Rad6 as the E2 ubiquitin-conjugating enzyme, forming stable dimers and engaging with PCNA and DNA. This complex is central to DNA repair processes in response to replication-blocking DNA lesions[1][2][3].'  
'","Rad6 protein (E2 ubiquitin-conjugating enzyme), Rad18 protein (E3 ubiquitin ligase)'  
'","RAD6, RAD18'  
'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
contextual,RAD6-RAD18 ubiquitin ligase complex,"Saccharomyces cerevisiae'  
'","Human, Mouse, Drosophila melanogaster, C. elegans'  
'","This complex is a heterodimeric E2-E3 ubiquitin ligase that plays a central role in postreplication repair (PRR) of UV-damaged DNA in Saccharomyces cerevisiae. It mediates monoubiquitination of PCNA (proliferating cell nuclear antigen), targeting stalled replication forks and facilitating translesion DNA synthesis, thereby enabling replication to continue past DNA lesions.'  
'","Ubiquitin-conjugating enzyme E2 (RAD6), DNA repair protein RAD18'  
'","RAD6, RAD18'  
'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),Not indicated in the search results,"The Pho85-Pho80 CDK-cyclin complex functions as a key regulator of the phosphate-repressible acid phosphatase system in response to extracellular phosphate availability[2][3]. This complex phosphorylates and inactivates the transcription factor Pho4 by promoting its export to the cytoplasm[1]. Besides its role in phosphate metabolism, the complex has multiple substrates, including its own components - the Pho80 cyclin subunit and the Pho81 CDK inhibitor[2]. The complex is also involved in cell cycle control, particularly in promoting the G1/S transition through the phosphorylation and inhibition of cell cycle regulators[5]. Specifically, Pho85-Pho80 stabilizes the Cln3 cyclin by phosphorylating Ser449 and Thr520, which contributes to cell cycle progression[5].","- Pho85 (Cyclin-dependent protein kinase)
- Pho80 (Cyclin subunit)","- PHO85
- PHO80

The Pho85-Pho80 complex has several distinctive features that set it apart from other CDK-cyclin complexes. Unlike cell cycle CDKs that require phosphorylation of a conserved threonine or serine residue on the kinase subunit activation loop for full activation, Pho85 does not appear to have this requirement[3]. Additionally, the complex forms a stable association with its inhibitor, Pho81, under both high and low phosphate conditions, although inhibition only occurs under low phosphate conditions[3]. Recent research has shown that kinase inhibition by the constitutively associated Pho81 requires myo-D-heptakisphosphate (IP7)[3].

The Pho85 CDK has diverse roles beyond phosphate regulation, including involvement in metabolism, stress response, and cell cycle control[4][5]. In cell cycle regulation, Pho85 is particularly important during the G1 phase and is essential for cell cycle progression in the absence of Cdc28 G1 cyclins[5]. Pho85, paired with various cyclins, phosphorylates several key cell cycle regulators:
- With Pho80, it stabilizes Cln3 cyclin
- With Pcl9, it phosphorylates the transcriptional repressor Whi5
- With Pcl1, it phosphorylates the CDK-inhibitor Sic1, targeting it for degradation
- It also inhibits the Start repressor Whi7 through phosphorylation of Ser27 and Thr100[5]

Self",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**
few-shot,Golgi transport complex,Human,"Mouse, Saccharomyces cerevisiae, Drosophila melanogaster (COG complex is highly conserved in eukaryotes)[2][4].","The COG complex is essential for normal Golgi apparatus function, specifically facilitating retrograde vesicular transport within the Golgi. It ensures proper localization of Golgi enzymes by tethering vesicles carrying proteins, allowing for accurate glycosylation and overall protein modification. This process is critical for correct protein sorting and cellular function[4].","The COG complex is composed of eight subunits: COG1, COG2, COG3, COG4, COG5, COG6, COG7, and COG8[2][3][4].","COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8[2][3][4].  

Self","- Consistency across databases: 1.0  
- Supporting experimental data: 1.0  
- Protein–gene mapping accuracy: 1.0  
- Organism specificity: 1.0  

Final Confidence Score Equation:  
(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
contextual,GPI-anchor transamidase complex,Human (Homo sapiens),"Mouse, Saccharomyces cerevisiae, Chinese hamster (CHO cells); orthologous complexes are found with species-specific variants[3][5].","The GPI-anchor transamidase complex is a membrane-bound enzyme complex in the endoplasmic reticulum that catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to a variety of proteins. This reaction involves replacing the C-terminal GPI attachment signal peptide of target proteins with a preassembled GPI anchor, facilitating their anchoring to the cell membrane. This complex is essential for the maturation and surface expression of GPI-anchored proteins[1][3][4].","- PIGK (also known as GPI8)
- GPAA1 (GAA1)
- PIGS
- PIGT
- PIGU[3][4][5]

Corresponding","- PIGK
- GPAA1
- PIGS
- PIGT
- PIGU[1][2][3][4]

Self Confidence Score Calculation:
- Consistency of information across databases/sources: 1.00 (well-supported in UniProt, literature, and multiple reviews)
- Supporting experimental data regarding the complex: 1.00 (cryo-EM structure, functional studies, gene knockout/knockdown experiments[4][5])
- Accuracy of corresponding protein-gene mapping: 1.00 (directly mapped in UniProt and literature[1][4])
- Analysis is specific to Humans, where this complex is most thoroughly characterized: 1.00

Self",(1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = **1.00**
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,"No strong evidence for a directly homologous PAN1 actin cytoskeleton-regulatory complex in humans, mouse, C. elegans, or Drosophila melanogaster. Functional analogs of PAN1 exist in other eukaryotes, but the specific PAN1-Sla1-End3 combination is primarily characterized in S. cerevisiae[2].","The PAN1 complex in Saccharomyces cerevisiae regulates the actin cytoskeleton and is essential for clathrin-mediated endocytosis. It acts as a scaffold protein linking early and late stages of endocytosis by coordinating interactions between coat proteins, actin-regulatory proteins, and the Arp2/3 complex. Disruption of PAN1 results in impaired endocytosis, actin misregulation, and defects in membrane-cytoskeleton interactions[1][3][4].","- Pan1p
- Sla1p
- End3p[2]","- PAN1 (YIR006C)
- SLA1 (YBL007C)
- END3 (YIL106W)[2][3]

Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**
contextual,PAN1 actin cytoskeleton-regulatory complex,*Saccharomyces cerevisiae* (budding yeast)[1][2][3][4].,"The core PAN1 complex (as defined by Pan1p, Sla1p, and End3p) is unique to *Saccharomyces cerevisiae* and closely related fungi. Although functionally analogous complexes exist in other eukaryotes, the specific protein composition described here is not found in the other organisms listed in the query[2][3][4].","The PAN1 actin cytoskeleton-regulatory complex is essential for clathrin-mediated endocytosis in *Saccharomyces cerevisiae* (budding yeast). It serves as a central scaffold linking early and late stages of endocytosis, orchestrating the assembly and regulation of the actin cytoskeleton at endocytic sites. The complex is critical for actin polymerization dynamics and endocytic progression, facilitating vesicle internalization from the plasma membrane[1][3][4].","- Pan1p
- Sla1p
- End3p[2][5]","- PAN1 (encodes Pan1p)
- SLA1 (encodes Sla1p)
- END3 (encodes End3p)[2][3]

Self Confidence Score Calculation:
- Consistency across databases/sources: 1.00 (high agreement across SGD, UniProt, and peer-reviewed literature)
- Supporting experimental data: 1.00 (strong experimental evidence for protein interactions and complex function)
- Accuracy of protein-gene mapping: 1.00 (direct one-to-one gene-protein mapping, well-established in yeast genetics)
- Analysis specificity to *S. cerevisiae*: 1.00 (all cited sources and details refer specifically to yeast)

Self",\((1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.30 + 0.30 + 0.25 + 0.15 = \textbf{1.00}\)
few-shot,AMPK complex,"Human'

'","Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae, Arabidopsis, and others[1][5].'

'","AMP-activated protein kinase (AMPK) is a heterotrimeric enzyme complex that acts as a central regulator of cellular and whole-body energy homeostasis. It is activated by increases in AMP or ADP relative to ATP, typically during energy stress. Once activated, AMPK promotes catabolic pathways that generate ATP and inhibits anabolic pathways that consume ATP. It also regulates other processes, including autophagy and cell polarity[1][2][5].'

'","'
- AMPK alpha subunit (α): catalytic subunit
- AMPK beta subunit (β): scaffolding/regulatory subunit
- AMPK gamma subunit (γ): regulatory subunit containing AMP/ADP/ATP binding sites[3][4].

'","'
- α subunit: PRKAA1, PRKAA2
- β subunit: PRKAB1, PRKAB2
- γ subunit: PRKAG1, PRKAG2, PRKAG3[3]

'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
contextual,AMPK complex,Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae (highly conserved)[1][2].","AMPK is a heterotrimeric protein kinase complex that acts as a master regulator of cellular energy homeostasis. It senses shifts in the AMP/ATP ratio and, upon activation, restores energy balance by promoting catabolic processes (generating ATP) and inhibiting anabolic processes (consuming ATP). It has a central role in metabolic stress responses, regulation of mitochondrial homeostasis, autophagy, and inhibition of mTORC1 signaling[1][2][3].","- Catalytic α subunit (α1, α2 isoforms)
- Regulatory β subunit (β1, β2 isoforms)
- Regulatory γ subunit (γ1, γ2, γ3 isoforms)[1][3]","- α subunit: PRKAA1 (α1), PRKAA2 (α2)
- β subunit: PRKAB1 (β1), PRKAB2 (β2)
- γ subunit: PRKAG1 (γ1), PRKAG2 (γ2), PRKAG3 (γ3)[3]

Self","Consistency of information across different databases/sources: 1.00 (well-documented and consistently described across multiple peer-reviewed sources and databases)
Supporting experimental data regarding the complex: 1.00 (extensive experimental and structural studies available)
Accuracy of corresponding protein-gene mapping: 1.00 (precise gene-protein correspondence established in human)
Analysis information specific to the organism: 1.00 (analysis focused on human AMPK, the most characterized form)

Final Score Equation:  
(1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
few-shot,Augmin complex,Human,"Mouse, Drosophila melanogaster, plants, fungi (conserved in vertebrates, insects, plants, and fungi)[5].","The augmin complex is required for microtubule (MT)-dependent microtubule nucleation within the mitotic spindle, specifically amplifying spindle MT density by recruiting the γ-tubulin ring complex (γ-TuRC) to existing spindle MTs. This enables the formation of proper kinetochore fibers and efficient chromosome segregation during mitosis[1][5]. Loss of augmin leads to reduced spindle microtubule density and spindle assembly defects[5].","The human augmin complex is a hetero-octamer composed of the following proteins:
- HAUS1
- HAUS2
- HAUS3
- HAUS4
- HAUS5
- HAUS6
- HAUS7
- HAUS8[5]","The genes encoding the above subunits are:
- HAUS1
- HAUS2
- HAUS3
- HAUS4
- HAUS5
- HAUS6
- HAUS7
- HAUS8[2][5]

Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**
contextual,Augmin complex,Human,"Drosophila melanogaster, Xenopus, plants, fungi[3][4]","The Augmin complex plays a critical role in spindle microtubule generation during mitosis. It mediates microtubule nucleation from preexisting microtubules, which is essential for proper spindle assembly and chromosome segregation[4][5]. The complex targets the γ-tubulin ring complex (γ-TuRC) to spindle microtubules, facilitating branched microtubule nucleation around chromosomes[1][3]. When depleted, the Augmin complex causes reduced spindle microtubule density (including kinetochore fibers), triggers the spindle checkpoint, reduces tension on sister kinetochores, impairs metaphase progression, reduces the number of central spindle microtubules during anaphase, and causes late-stage cytokinesis failure[3][4].","The human Augmin complex is a hetero-octameric Y-shaped complex consisting of eight subunits[2][3]:
- HAUS1
- HAUS2
- HAUS3
- HAUS4
- HAUS5
- HAUS6
- HAUS7
- HAUS8 (formerly Dgt4)","- HAUS1
- HAUS2
- HAUS3
- HAUS4
- HAUS5
- HAUS6
- HAUS7
- HAUS8

The eight subunits form two biochemically distinct tetrameric subcomplexes[3]:
1. Tetramer T-II: containing HAUS2, HAUS6, HAUS7, and HAUS8
2. Tetramer T-III: containing HAUS1, HAUS3, HAUS4, and HAUS5

Together, these tetramers form an interconnected, highly flexible Y-shaped octameric complex with a V-shaped head and a filamentous tail[3]. The primary microtubule-binding site is located in the intrinsically disordered N-terminus of HAUS8, with a second minor binding site in the HAUS6 subunit, both positioned in the V-shaped head of the complex[3].

Recent research has revealed that the Augmin complex is directly regulated by the Ran-GTP pathway, suggesting a mechanism for how branched microtubule nucleation is spatially controlled around chromosomes during mitosis[1][3].

Self",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**
contextual,Myb-MuvB transcriptional activation complex,Human,Drosophila melanogaster (functionally conserved activation mechanism in G2/M progression[4]),"The Myb–MuvB (MMB) complex is a key transcriptional activator that drives the expression of genes required for G2 and M phases of the cell cycle. In human cells, it is responsible for activating late cell cycle genes, specifically those involved in mitotic progression and cell proliferation. The complex assembles when B-Myb binds the MuvB core, directing the activation of mitotic gene promoters and coordinating progression from S phase into mitosis[2][3][1].","- LIN9
- LIN37
- LIN52
- LIN54
- RBBP4 (also known as RbAp48)
- B-Myb (encoded by MYBL2)","- LIN9 (gene: LIN9)
- LIN37 (gene: LIN37)
- LIN52 (gene: LIN52)
- LIN54 (gene: LIN54)
- RBBP4 (gene: RBBP4)
- B-Myb (gene: MYBL2)

Self","- Consistency of information across different databases/sources: 1.00
- Supporting experimental data regarding the complex: 1.00
- Accuracy of corresponding protein-gene mapping: 1.00
- The analysis information being specific to the organism that it is most prominent in: 1.00

Self Confidence Score Equation:  
(1.00 × 0.3) + (1.00 × 0.3) + (1.00 × 0.25) + (1.00 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
few-shot,CORVET tethering complex,"Saccharomyces cerevisiae'  
'","Human, Mouse, Drosophila melanogaster, C. elegans' [3][5]  
'","Acts as a multisubunit endosomal tethering complex that facilitates the fusion of early endosomes by cross-linking two membranes and promoting the formation of SNARE complexes. CORVET interacts with the Rab5-family GTPase (Vps21 in yeast), playing a key role in endocytic trafficking and the maintenance of organelle identity in the endosomal/vacuolar pathway.'[1][2][3][4]  
'","Vps11, Vps16, Vps18, Vps33, Vps3, Vps8' [2][4][5]  
'","VPS11, VPS16, VPS18, VPS33, VPS3, VPS8' [2][4][5]  
'Self",(1.0 × 0.3) + (1.0 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**'
few-shot,Sodium leak channel complex,Human,"Mouse, C. elegans, Drosophila melanogaster","Mediates the depolarizing sodium (Na+) leak current that determines resting Na+ permeability, thus controlling neuronal excitability in the central nervous system. It is crucial for maintaining resting membrane potential and influences physiological processes such as respiration, locomotion, and circadian rhythm. Dysfunctions are associated with severe neurological disorders[1][2][3].","- Sodium leak channel non-selective protein (NALCN)
- Family with sequence similarity 155 member A (FAM155A)
- UNC79 homolog protein (UNC79)
- UNC80 homolog protein (UNC80)","- NALCN (encodes the sodium leak channel)
- FAM155A (encodes the auxiliary subunit FAM155A)
- UNC79 (encodes the auxiliary subunit UNC79)
- UNC80 (encodes the auxiliary subunit UNC80)[2][3][4]

Self",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**
contextual,Sodium leak channel complex,Human,"Mouse, C. elegans","NALCN is responsible for the major background sodium (Na+) conductance in neurons, generating persistently depolarizing sodium leak currents that enhance electrical excitability. It regulates the resting membrane potential (RMP) of neurons, controlling neuronal excitability linked to essential functions such as respiration, locomotion, and circadian rhythm[1][3]. This channel is vital for maintaining many biological functions and rhythmic behaviors in mammals[5].","The complex consists of:
- NALCN (Sodium leak channel, non-selective)
- FAM155A (Family with sequence similarity 155 member A)
- Syntaxin 1A/1B (neuronal SNARE proteins)","- NALCN
- FAM155A
- STX1A, STX1B

The NALCN complex in humans represents an essential leak channel with distinctive structural and functional characteristics. The structure shows that FAM155A forms an extracellular dome that shields the ion-selectivity filter from neurotoxin attack[1]. The complex has unusual voltage-sensor domains with asymmetric linkages to the pore, suggesting mechanisms for NALCN activity modulation[1].

The pharmacology of NALCN is characterized by a walled-off central cavity with occluded lateral pore fenestrations[1]. The channel has a tightly closed pore gate where most missense patient mutations that cause gain-of-function phenotypes cluster around the S6 gate and distinctive π-bulges[1].

Recent research has also revealed that NALCN is regulated by neuronal SNARE proteins, specifically Syntaxin 1A and 1B (Stx1a/1b), which play a role in controlling sodium leak currents[3]. The removal of Stx1a/1b results in increased sodium leak currents that can be cytotoxic to neurons, suggesting a protective regulatory mechanism[3].

Mutations in NALCN cause severe neurological disorders and early death, highlighting its clinical significance[1][5]. These mutations have been reported in an increasing number of patients with severe manifestations similar to those observed in animal models[5].

Self",(0.9 × 0.3) + (0.8 × 0.3) + (0.85 × 0.25) + (1.0 × 0.15) = 0.27 + 0.24 + 0.2125 + 0.15 = **0.8725**
few-shot,ATG1 protein kinase complex,Saccharomyces cerevisiae,"Homologous complexes exist in higher eukaryotes (e.g., the ULK1 complex in humans and mice, and in Drosophila melanogaster), but the canonical ATG1 complex configuration described here is most prominent and characterized in S. cerevisiae[3].","The ATG1 protein kinase complex in Saccharomyces cerevisiae is essential for the initiation of autophagy. It regulates the assembly of the pre-autophagosomal structure (PAS), a critical step in autophagosome formation, by recruiting and organizing other Atg proteins at the PAS. ATG1 kinase activity, stimulated by interactions with other complex members, coordinates both the structure and the dynamic recruitment of autophagy machinery, thus controlling the early stages of autophagy and related cytoplasm-to-vacuole transport processes[1][2][4].","- Atg1p (serine/threonine kinase)  
- Atg13p  
- Atg17p  
- Atg29p  
- Atg31p","- ATG1  
- ATG13  
- ATG17  
- ATG29  
- ATG31  
Self",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.30 + 0.285 + 0.25 + 0.15 = **0.985**
