Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
zero-shot,** COP9 Signalosome (CSN),** Human (Homo sapiens),,"** The COP9 Signalosome is involved primarily in the regulation of protein degradation via the ubiquitin-proteasome system. It functions primarily as a deneddylase, removing the ubiquitin-like protein NEDD8 from cullin-RING ligases (CRLs), thereby regulating their activity. This modulation is crucial for cell cycle control, signal transduction, DNA repair, and other fundamental cellular processes.",**,,**
few-shot,COP9 Signalosome Complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The COP9 Signalosome (CSN) complex is involved in the regulation of protein degradation by deneddylation, modulating the activity of cullin-RING ubiquitin ligases (CRLs). This affects various cellular processes, including cell cycle control, DNA damage response, and signaling pathways.'","CSN1, CSN2, CSN3, CSN4, CSN5, CSN6, CSN7, CSN8'","COPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A/B, COPS8'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.135 = **0.8975**'
contextual,COP9 Signalosome',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The COP9 Signalosome (CSN) is a multifaceted protein complex that plays an essential role in the regulation of protein degradation. It specifically mediates the deneddylation of cullin-RING ligases, thereby modulating ubiquitin-dependent proteolysis and affecting numerous cellular processes like cell cycle progression, DNA repair, and signal transduction.'","COP9 Signalosome Complex Subunit 1 (CSN1), COP9 Signalosome Complex Subunit 2 (CSN2), COP9 Signalosome Complex Subunit 3 (CSN3), COP9 Signalosome Complex Subunit 4 (CSN4), COP9 Signalosome Complex Subunit 5 (CSN5), COP9 Signalosome Complex Subunit 6 (CSN6), COP9 Signalosome Complex Subunit 7 (CSN7), COP9 Signalosome Complex Subunit 8 (CSN8)'","COPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A/COPS7B, COPS8'",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.255 + 0.25 + 0.15 = **0.94**'
zero-shot,** 20S Proteasome,** Homo sapiens (Human),**,"** The 20S proteasome is a core component of the 26S proteasome complex responsible for proteolytic degradation of ubiquitinated proteins. It is crucial for maintaining cellular homeostasis by degrading misfolded, damaged, or regulatory proteins.",**,,**; **
few-shot,20S Proteasome Complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The 20S proteasome is a core particle that functions mainly as a protease, responsible for degrading ubiquitinated proteins into peptides. Its activity is central to the regulation of many cellular processes through controlled protein degradation.'","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMB10'","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMB10'",(1.0 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.285 + 0.25 + 0.15 = **0.985**'
contextual,20S proteasome',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The 20S proteasome is a core particle of the larger 26S proteasome complex and is responsible for proteolytic degradation of ubiquitinated proteins in an ATP-dependent manner. It plays a crucial role in maintaining protein homeostasis by degrading misfolded or damaged proteins, thereby regulating various cellular processes in Saccharomyces cerevisiae.'","alpha subunits (Pre1, Pre2, Pre3, Pre4, Pre6, Pre7), beta subunits (Pre5, Pre8, Pre9, Pre10, Pre11, Pre12)'","PUP1, PUP2, PUP3, PUP4, PUP5, PRE6, PRE1, PRE2, PRE3, PRE4, PRE7, PRE8'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.85 × 0.15) = 0.285 + 0.27 + 0.25 + 0.1275 = **0.9325**'
zero-shot,,,,,,,**
few-shot,HCN1-HCN4 complex',Human',N/A',The HCN1-HCN4 complex is involved in establishing and regulating rhythmic electrical activity in cardiac and neuronal cells by contributing to the regulation of pacemaker potentials. It plays a critical role in heart rate control and neuronal excitability.',"Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1), Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4)'","HCN1, HCN4'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,HCN1-HCN4 complex',Human',Mouse',The HCN1-HCN4 complex is involved in the generation and regulation of pacemaker currents. These currents are essential for the rhythmic pacing activity in the heart and neuronal cells and play a critical role in maintaining cardiac rhythmicity and contributing to neuronal excitability.',"Hyperpolarization-activated cyclic nucleotide-gated channel 1 (HCN1), Hyperpolarization-activated cyclic nucleotide-gated channel 4 (HCN4)'","HCN1, HCN4'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,GRIN1-P2RY4 Complex,Human (Homo sapiens),"There is limited evidence to suggest that the GRIN1-P2RY4 complex is found prominently in organisms other than humans. Any potential interactions similar to this complex in organisms like Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae would require further specific experimental validation.","This complex involves the interaction of the GRIN1 subunit, typically part of the NMDA receptor, with the P2RY4 receptor. The precise function of this interaction is not fully delineated, but it likely relates to neuromodulatory processes, as both components have roles in neurotransmission. GRIN1 is associated with synaptic plasticity and cognitive processes, while P2RY4 is involved in purinergic signaling pathways.",,1. GRIN1 - Gene: GRIN1; 2. P2RY4 - Gene: P2RY4,
few-shot,GRIN1-P2RY4 complex',Human',N/A',"The GRIN1-P2RY4 complex involves interaction between NMDA receptor subunit and P2Y purinergic receptor, contributing to synaptic transmission and neurological signaling.'","Glutamate receptor ionotropic, NMDA 1 (GRIN1), P2Y purinoceptor 4 (P2RY4)'","GRIN1, P2RY4'",Consistency of information across different databases/sources: 0.8; Supporting experimental data regarding the complex: 0.7; Accuracy of corresponding protein-gene mapping: 1.0; The analysis information being specific to the organism that it is most prominent in: 1.0; (0.8 × 0.3) + (0.7 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.24 + 0.21 + 0.25 + 0.15 = **0.85**'
contextual,GRIN1-P2RY4 complex',Human',N/A',This complex is hypothesized to be involved in modulating neurotransmission and signaling by interacting with NMDAR (N-methyl-D-aspartate receptor) subunit interactions with nucleotide receptors.',"Glutamate ionotropic receptor NMDA type subunit 1, P2Y purinoceptor 4'","GRIN1, P2RY4'",(0.8 × 0.3) + (0.6 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.24 + 0.18 + 0.25 + 0.15 = **0.82**'
zero-shot,LY96-TLR4 complex,Human,The LY96-TLR4 complex is also found in:; - Mouse; **Confidence Score Calculation**:; - Consistency of information across different databases/sources: 1.00; - Supporting experimental data regarding the complex: 1.00; - Accuracy of corresponding protein-gene mapping: 1.00; - Analysis information being specific to the organism: 1.00; Confidence Score = (1.00 * 0.3) + (1.00 * 0.3) + (1.00 * 0.25) + (1.00 * 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00,"The LY96-TLR4 complex is crucial for initiating the immune response to bacterial lipopolysaccharides (LPS). LY96, also known as MD-2, associates with Toll-like receptor 4 (TLR4) to form a receptor complex that recognizes LPS, a major component of the outer membrane of Gram-negative bacteria. Upon LPS binding, this complex triggers downstream signaling pathways that lead to the activation of NF-κB, ultimately resulting in the production of pro-inflammatory cytokines.",,1. LY96 gene encodes for LY96 protein.; 2. TLR4 gene encodes for TLR4 protein.,
few-shot,LY96-TLR4 complex',Human',Mouse',"The LY96-TLR4 complex is crucial for the innate immune response in recognizing and responding to bacterial lipopolysaccharide (LPS), a component found in the outer membrane of Gram-negative bacteria. Upon LPS binding, this complex triggers downstream signaling pathways that lead to the activation of immune responses, including the production of pro-inflammatory cytokines.'","Lymphocyte antigen 96 (LY96), Toll-like receptor 4 (TLR4)'","LY96, TLR4'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,LY96-TLR4 complex',Human',Mouse',"The LY96-TLR4 complex plays a pivotal role in the innate immune response by recognizing lipopolysaccharides (LPS) from Gram-negative bacteria, leading to the activation of immune response pathways.'","Lymphocyte antigen 96 (LY96), Toll-like receptor 4 (TLR4)'","LY96, TLR4'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,** RAD6-RAD18 ubiquitin ligase complex,** Saccharomyces cerevisiae (baker's yeast),,**,**,**,**
few-shot,RAD6-RAD18 ubiquitin ligase complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster'","Involved in post-replication DNA repair and translesion synthesis, facilitating the bypass of DNA lesions by ubiquitinating PCNA (proliferating cell nuclear antigen), playing a critical role in the DNA damage tolerance pathway.'","E2 ubiquitin-conjugating enzyme RAD6, E3 ubiquitin-protein ligase RAD18'","RAD6, RAD18'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,RAD6-RAD18 ubiquitin ligase complex',Saccharomyces cerevisiae',"Human, Mouse, Drosophila melanogaster'","This complex is involved in post-replicative DNA repair by facilitating the monoubiquitination of proliferating cell nuclear antigen (PCNA), which facilitates translesion DNA synthesis. It plays a crucial role in the error-free DNA damage tolerance pathway.'","Ubiquitin-conjugating enzyme E2, DNA repair protein RAD18'","RAD6, RAD18'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,** PHO85-PHO80 CDK-cyclin complex,** Saccharomyces cerevisiae (Baker's yeast),,**,**,**,**
few-shot,PHO85-PHO80 CDK-cyclin complex',Saccharomyces cerevisiae',N/A',"The PHO85-PHO80 complex is a cyclin-dependent kinase (CDK)-cyclin complex that plays a crucial role in the regulation of phosphate metabolism, cell cycle progression, and gene expression in response to nutrient availability.'","Cyclin-dependent kinase PHO85, Cyclin PHO80'","PHO85, PHO80'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,PHO85-PHO80 CDK-cyclin complex',Saccharomyces cerevisiae',N/A',"This complex plays a critical role in the regulation of the phosphate metabolism and various other cellular processes, including cell cycle control and transcription regulation by phosphorylating target proteins.'","Cyclin-dependent kinase protein PHO85, Cyclin PHO80'","PHO85, PHO80'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,** DNA Polymerase Epsilon (Pol ε),** Saccharomyces cerevisiae (baker's yeast),**,** DNA Polymerase Epsilon is primarily involved in the leading-strand synthesis during DNA replication. It is crucial for the high-fidelity replication of genomic DNA during the S phase of the cell cycle.,**,**,**; **
few-shot,DNA Polymerase Epsilon (Pol ε)',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'",DNA Polymerase Epsilon (Pol ε) is primarily involved in leading strand DNA synthesis during DNA replication and also plays a role in DNA repair and cell cycle regulation.',"Pol2, Dpb2, Dpb3, Dpb4'","POL2, DPB2, DPB3, DPB4'",(0.95 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.285 + 0.25 + 0.15 = **0.97**'
contextual,DNA polymerase epsilon complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","DNA polymerase epsilon is primarily responsible for leading strand DNA synthesis during DNA replication, as well as being involved in DNA damage repair processes.'","DNA polymerase epsilon catalytic subunit A, DNA polymerase epsilon subunit B, DNA polymerase epsilon subunit C, DNA polymerase epsilon subunit D'","POL2, DPB2, DPB3, DPB4'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
zero-shot,** Golgi Transport Complex,** Saccharomyces cerevisiae (Baker's Yeast),,"** The Golgi transport complex in Saccharomyces cerevisiae is primarily involved in the regulation and facilitation of vesicular transport from the endoplasmic reticulum (ER) to the Golgi apparatus and intra-Golgi transport. This process is essential for protein sorting and modification, proper glycosylation, and subsequent transport of proteins within the cell.",**,**,**; ** 0.9575
few-shot,Golgi transport complex',Saccharomyces cerevisiae',"Mouse, Human'",Involved in the budding of vesicles from the Golgi membrane and their transport to either the plasma membrane or endosomes.',"Sec34 (also known as GTC1), Sec35, Sec36, Sec37, Sec38, Sec39, Sec40'","SEC34, SEC35, SEC36, SEC37, SEC38, SEC39, SEC40'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Golgi transport complex',Saccharomyces cerevisiae',"Humans, Drosophila melanogaster, C. elegans (conserved but with varying subunit composition and functions)'","The Golgi transport complex functions in the dilation of the Golgi apparatus, and is crucial for maintaining Golgi architecture and vesicle trafficking processes.'","Vps51, Vps52, Vps53, Vps54'","VPS51, VPS52, VPS53, VPS54'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.135 = **0.8975**'
zero-shot,** GPI-anchor transamidase complex,** Saccharomyces cerevisiae (yeast),**,"** The GPI-anchor transamidase complex in Saccharomyces cerevisiae is responsible for attaching glycosylphosphatidylinositol (GPI) anchors to proteins. This post-translational modification allows proteins to anchor to the cell membrane, which is crucial for various cellular processes including cell wall integrity, morphogenesis, and signal transduction.",**,**,**; **
few-shot,GPI-anchor transamidase complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","This complex is responsible for the attachment of glycosylphosphatidylinositol (GPI) anchors to proteins, which is a critical post-translational modification that anchors proteins to the cell membrane.'","Gpi8p, Gaa1p, Gpi16p, Gpi17p, Gab1p'","GPI8, GAA1, GPI16, GPI17, GAB1'",(1.0 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.3 + 0.27 + 0.25 + 0.15 = **0.97**'
contextual,GPI-anchor transamidase complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","This protein complex is involved in the post-translational modification process of attaching glycosylphosphatidylinositol (GPI) anchors to proteins, a critical modification for the surface localization and function of various proteins.'","Gpi8p, Gaa1p, Gpi17p, Gab1p, and Eri1p'","GPI8, GAA1, GPI17, GAB1, ERI1'",(0.85 × 0.3) + (0.9 × 0.3) + (0.9 × 0.25) + (0.95 × 0.15) = 0.255 + 0.27 + 0.225 + 0.1425 = **0.8925**'
zero-shot,** Glycosylphosphatidylinositol-Mannosyltransferase I (GPI-MT I) Complex,** Saccharomyces cerevisiae (brewer's yeast),,**,**,,**; **
few-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex',Saccharomyces cerevisiae',"Human, Mouse'","This complex is involved in the synthesis of glycosylphosphatidylinositol (GPI) anchors, which are key for anchoring proteins to the cell membrane.'","Gpi1p, Gpi15p, Gpi19p, Spt14p, Gpi2p, Gpi3p, Gpi18p'","GPI1, GPI15, GPI19, SPT14, GPI2, GPI3, GPI18'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,Glycosylphosphatidylinositol-Mannosyltransferase I Complex',Saccharomyces cerevisiae',"Humans, Mouse (with organism-specific variations)'",This complex is involved in the glycosylation step of glycosylphosphatidylinositol (GPI) anchor biosynthesis. It transfers the first mannose to the glycosylphosphatidylinositol on the cytoplasmic side of the endoplasmic reticulum.',"Gpi14p, Gpi18p, Pbn1p, Smp3p'","GPI14, GPI18, PBN1, SMP3'",(0.95 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.255 + 0.25 + 0.135 = **0.925**'
zero-shot,** Dsl1 tethering complex,** Saccharomyces cerevisiae,,** The Dsl1 tethering complex is involved in the tethering of COPI-coated vesicles to the endoplasmic reticulum (ER) membrane in the retrograde transport pathway. It plays a critical role in maintaining the proper trafficking and recycling of vesicles by facilitating the fusion of vesicle membranes with their target membranes at the ER.,**,**,
few-shot,Dsl1 tethering complex',Saccharomyces cerevisiae',N/A',"The Dsl1 complex facilitates the tethering and subsequent fusion of ER-derived vesicles to the Golgi apparatus, playing a crucial role in the retrograde transport within the cell.'","Dsl1, Tip20, Sec39'","DSL1, TIP20, SEC39'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
contextual,Dsl1 tethering complex',Saccharomyces cerevisiae',N/A',"The Dsl1 tethering complex is involved in the tethering of COPI-coated vesicles to the ER, ensuring proper ER-to-Golgi transport and membrane fusion in the cellular trafficking pathway.'","Dsl1, Tip20, Dsl3'","DSL1, TIP20, SEC39 (DSL3)'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,"** AP-1 Adaptor Complex (HA1, HA1 Clathrin Adaptor)",Human (Homo sapiens)**,**,"** The AP-1 adaptor complex is a protein complex that functions primarily in the sorting of transmembrane proteins at the Golgi apparatus and endosomes. It plays a crucial role in clathrin-mediated vesicular transport, helping to select cargo molecules for inclusion in the transport vesicles and linking them to the clathrin coat.",**,**,**
few-shot,"AP-1 Adaptor Complex (HA1, HA1 Clathrin Adaptor)'",Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","The AP-1 adaptor complex plays a crucial role in the formation of clathrin-coated vesicles, mediating the selective sorting of cargo proteins to and from the trans-Golgi network and endosomes. It is involved in the trafficking of lysosomal hydrolases and other membrane proteins.'","Adaptor-related protein complex 1 subunit gamma-1, Adaptor-related protein complex 1 subunit beta-1, Adaptor-related protein complex 1 subunit mu-1, Adaptor-related protein complex 1 subunit sigma-1A'","AP1G1, AP1B1, AP1M1, AP1S1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.25 + 0.135 = **0.91**'
contextual,"AP-1 adaptor complex (HA1, HA1 clathrin adaptor)'",Human',"Mouse, Drosophila melanogaster, Saccharomyces cerevisiae, C. elegans'","The AP-1 adaptor complex is involved in the sorting of cargo proteins for incorporation into clathrin-coated vesicles, facilitating the transport between the trans-Golgi network and endosomes.'","AP1M1, AP1S1, AP1B1, AP1G1'","AP1M1, AP1S1, AP1B1, AP1G1'",(0.9 × 0.3) + (0.85 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.225 + 0.15 = **0.90**'
zero-shot,PAN1 Actin Cytoskeleton-Regulatory Complex**,Saccharomyces cerevisiae (Baker's yeast)**,**,**,**,**,**
few-shot,PAN1 actin cytoskeleton-regulatory complex',Saccharomyces cerevisiae',N/A',This complex plays a critical role in the organization and regulation of the actin cytoskeleton. It is involved in endocytosis and various aspects of growth and morphology.',"Pan1p, End3p, Sla1p'","PAN1, END3, SLA1'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,PAN1 actin cytoskeleton-regulatory complex',Saccharomyces cerevisiae',N/A',"The PAN1 actin cytoskeleton-regulatory complex is involved in the control of actin cytoskeleton organization, and plays a critical role in endocytosis.'","PAN1, END3, SLA1'","PAN1, END3, SLA1'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,** AMP-activated protein kinase (AMPK) complex,** Human (Homo sapiens),**,"** The AMPK complex is a critical energy sensor and regulator that maintains cellular energy homeostasis. It is activated in response to low energy states, leading to the phosphorylation of various downstream targets. This results in the stimulation of catabolic pathways that generate ATP while inhibiting anabolic pathways that consume ATP, thus restoring energy balance.",**,**,**; **
few-shot,AMPK complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","AMPK (AMP-activated protein kinase) is a cellular energy sensor that regulates metabolic pathways to maintain energy homeostasis. It is activated in response to low energy levels and subsequently enhances energy-producing processes such as glucose uptake and fatty acid oxidation, while inhibiting energy-consuming processes like protein and lipid synthesis.'","AMPK subunit alpha-1, AMPK subunit alpha-2, AMPK subunit beta-1, AMPK subunit beta-2, AMPK subunit gamma-1, AMPK subunit gamma-2, AMPK subunit gamma-3'","PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3'",(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**'
contextual,AMPK Complex',Human',"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae'","AMP-activated protein kinase (AMPK) functions as a critical energy sensor and regulator of cellular energy homeostasis. It is activated in response to increased AMP/ATP ratios, indicating low cellular energy, and promotes catabolic pathways to generate ATP while inhibiting anabolic processes.'","AMP-activated protein kinase catalytic subunit alpha-1 (PRKAA1), AMP-activated protein kinase catalytic subunit alpha-2 (PRKAA2), AMP-activated protein kinase regulatory subunit beta-1 (PRKAB1), AMP-activated protein kinase regulatory subunit beta-2 (PRKAB2), AMP-activated protein kinase regulatory subunit gamma-1 (PRKAG1), AMP-activated protein kinase regulatory subunit gamma-2 (PRKAG2), AMP-activated protein kinase regulatory subunit gamma-3 (PRKAG3)'","PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3'",(0.95 × 0.3) + (0.9 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.2375 + 0.15 = **0.9425**'
zero-shot,** Augmin Complex,** Drosophila melanogaster,**,**,**,,**; **
few-shot,Augmin complex',Drosophila melanogaster',"Human, Mouse, C. elegans'","The Augmin complex is involved in microtubule generation at the centrosomes during mitosis, playing a crucial role in spindle formation and chromosome segregation.'","Dgt2, Dgt3, Dgt4, Dgt5, Dgt6, Dgt7, Dgt8, Dgt9'","dgt2, dgt3, dgt4, dgt5, dgt6, dgt7, dgt8, dgt9'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Augmin Complex',Human',"Mouse, Drosophila melanogaster, C. elegans'","The Augmin complex is crucial for microtubule generation within the mitotic spindle, enhancing spindle microtubule density and proper chromosomal segregation during cell division.'","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8'","HAUS1, HAUS2, HAUS3, HAUS4, HAUS5, HAUS6, HAUS7, HAUS8'",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,Myb-MuvB Transcriptional Activation Complex,*Drosophila melanogaster*,"The Myb-MuvB complex is also found in humans and mice. In these organisms, it similarly regulates cell cycle progression and transcriptional activation of gene expression essential for mitotic processes.","In *Drosophila melanogaster*, the Myb-MuvB complex is primarily involved in the regulation of gene expression during the cell cycle. It is essential for the activation of genes that are necessary for DNA replication and mitosis. The complex plays a crucial role in ensuring proper progression through the G2/M phase of the cell cycle.",The Myb-MuvB complex in *Drosophila melanogaster* consists of the following proteins:,1. Myb - Myb gene; 2. Caf1/p55 - Caf1/p55 gene; 3. Lin52 - Lin52 gene; 4. Lin9 - Lin9 gene; 5. Lin37 - Lin37 gene; 6. Rbf - Rbf gene,
few-shot,Myb-MuvB transcriptional activation complex',Human',"Drosophila melanogaster, C. elegans'",The Myb-MuvB transcriptional activation complex is involved in regulating the transcription of genes required for the G1/S phase transition of the cell cycle. It plays a crucial role in cell cycle progression and the transcriptional activation of genes necessary for DNA replication and cell division.',"Myb (B-Myb), LIN9, LIN37, LIN52, LIN54, RBBP4'","MYBL2, LIN9, LIN37, LIN52, LIN54, RBBP4'",(0.90 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
contextual,Myb-MuvB transcriptional activation complex',Drosophila melanogaster',"Human, C. elegans'","The Myb-MuvB (MMB) complex functions in the regulation of transcription, particularly playing a critical role in controlling the cell cycle by mediating transcriptional activation of genes necessary for the G1/S and G2/M phases.'","Myb, Mip120, Mip130, Mip40, Lin52, Lin37'","myb, mip120, mip130, mip40, lin52, lin37'",(0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.9125**'
zero-shot,** CORVET tethering complex,** Saccharomyces cerevisiae (Baker's yeast),**,** The CORVET tethering complex is involved in the early endosome tethering process. It functions as a multi-subunit vesicle tethering complex that promotes the homotypic fusion of endosomal membranes. This is crucial for endocytic trafficking and maturation of endosomes.,**,**,**; **; ** 1.00
few-shot,CORVET tethering complex',Saccharomyces cerevisiae',"Human, Mouse, C. elegans, Drosophila melanogaster'","The CORVET complex is involved in tethering endosomal membranes, promoting the fusion of early endosomes. It is a part of the membrane trafficking system, facilitating the transport of molecules within cells.'","Vps3, Vps8, Vps11, Vps16, Vps18, Vps33'","VPS3, VPS8, VPS11, VPS16, VPS18, VPS33'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.255 + 0.25 + 0.135 = **0.91**'
contextual,CORVET tethering complex',Saccharomyces cerevisiae',"Human, Mouse'","The CORVET complex is involved in the tethering of endosomal membranes, playing a crucial role in the early stages of endosome fusion and trafficking within the cell.'","Vps8, Vps11, Vps16, Vps18, Vps33, Vps41'","VPS8, VPS11, VPS16, VPS18, VPS33, VPS41'",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**'
zero-shot,"** Sodium Leak Channel, also known as Na<sub>L</sub> Channel",** Human (*Homo sapiens*),,** The Sodium Leak Channel is primarily responsible for maintaining the resting membrane potential and modulating neuronal excitability by allowing the passive leak of sodium ions across the cell membrane. This activity plays a crucial role in stabilizing the resting potential and influences neuronal signaling and excitability.,**,**,
few-shot,Sodium leak channel complex',Drosophila melanogaster',"Human, C. elegans'",Voltage-gated ion channel responsible for the depolarizing sodium (Na+) leak currents that determine resting Na(+) permeability and control neuronal excitability. Functions downstream of the molecular circadian clock in pacemaker neurons to promote behavioral rhythmicity.',"Protein unc-80 homolog, Narrow abdomen isoform F, Uncoordinated 79 isoform B'","unc80, na, unc79'",(0.8333 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.25 + 0.27 + 0.25 + 0.15 = **0.92**'
