Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,KDR-NRP1-VEGF165 complex,Human,"Mouse (Mus musculus) - similar complex; no evidence for this specific complex being prominent in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","This complex is involved in human angiogenesis, primarily mediating signaling pathways that promote endothelial cell proliferation, migration, and survival. Specifically, VEGF165 binds to NRP1 and KDR (VEGFR-2), facilitating receptor activation and downstream signaling essential for blood vessel formation.",- KDR (also known as VEGFR-2); - NRP1 (Neuropilin-1); - VEGF165 (Vascular Endothelial Growth Factor isoform 165),"- KDR gene; - NRP1 gene; - VEGFA gene (specifically isoform 165, encoded by VEGFA)",(0.9 × 0.3) + (0.9 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) = 0.27 + 0.27 + 0.285 + 0.25 = **1.075**
zero-shot,Human NRP1-VEGF121 Complex,Homo sapiens (Human),"No consistent evidence indicating presence in Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","Mediates angiogenesis by facilitating VEGF-A165 binding to NRP1, promoting endothelial cell migration and blood vessel formation.",- NRP1 (Neuropilin-1); - VEGF-A121 (Vascular Endothelial Growth Factor A isoform 121),- NRP1 gene (Gene ID: 557); - VEGFA gene (Gene ID: 7422),0.3×1.00 + 0.3×1.00 + 0.25×1.00 + 0.15×1.00 = 1.00
few-shot,NRP1-VEGF121 complex,Human,Mouse (evidence of similar complexes exists but with notable sequence and structural differences; not as prominently characterized as in humans),"This complex mediates the binding of VEGF121 to neuropilin-1 (NRP1), facilitating endothelial cell migration, proliferation, and vascular permeability. It plays a crucial role in angiogenesis and vascular development, particularly in human tissues.",- NRP1 (Neuropilin-1); - VEGF121 (Vascular Endothelial Growth Factor 121),- NRP1 gene; - VEGFA gene (alternative isoform VEGF121 is produced from the VEGFA gene via alternative splicing); Self Confidence Score Calculation:; (0.85 × 0.3) + (0.8 × 0.3) + (0.9 × 0.25) + (0.15 × 0.15) = 0.255 + 0.24 + 0.225 + 0.0225 = **0.7425**,
contextual,NRP1-VEGF121 complex,Human,"Mouse (MOUSE) – NRP1 and VEGF121 orthologs are conserved, but the detailed complex data is primarily characterized in humans.","Facilitates angiogenesis by mediating VEGF121's binding to neuropilin-1 (NRP1), enhancing VEGF signaling pathways critical for vascular development, particularly in human endothelial cells.","- NRP1 (Neuropilin-1); - VEGF121 (Vascular Endothelial Growth Factor 121 isoform); Corresponding Genes:; - NRP1 gene; - VEGFA gene (encoding VEGF-A isoforms, including VEGF121)",,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
zero-shot,Human KDR-VEGF165 Complex,Homo sapiens (Human),"No other organisms from the specified list (Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae) are known to have a directly homologous KDR-VEGF165 complex with demonstrated functional equivalence.","The KDR-VEGF165 complex functions primarily in mediating angiogenesis by binding vascular endothelial growth factor A (VEGF-A), promoting endothelial cell proliferation, migration, and new blood vessel formation in humans.","- KDR (Kinase insert Domain Receptor); - VEGF165 (Vascular Endothelial Growth Factor A, isoform 165)",- KDR gene (also known as FLK1 or VEGFR2); - VEGFA gene (encoding VEGF-A isoforms including VEGF165),= (0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00); = 0.30 + 0.30 + 0.25 + 0.15 = **1.00**
few-shot,KDR-VEGF165 complex,Human,N/A,"This complex mediates angiogenesis by facilitating endothelial cell proliferation, migration, and survival through the binding of VEGF165 to its receptor KDR (also known as VEGFR-2), activating downstream signaling pathways crucial for vascular development in humans.",- KDR (Kinase insert domain receptor) / VEGFR-2; - VEGF165 (Vascular Endothelial Growth Factor A isoform 165),"- KDR gene (also known as VEGFR2); - VEGFA gene (encoding VEGF-A isoforms, including VEGF165); Self Confidence Score Calculation:; (Consistency: 0.90 × 0.30) + (Supporting Experimental Data: 0.85 × 0.30) + (Protein-Gene Mapping: 1.00 × 0.25) + (Organism Specificity: 1.00 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.905**",
contextual,KDR-VEGF165 complex,Human,Mouse (Mus musculus),"This complex mediates endothelial cell proliferation, survival, migration, and angiogenesis by facilitating VEGFR-2 (KDR) activation through binding to the VEGF165 isoform; it plays a central role in human vascular development and pathological angiogenic processes.","- KDR (Kinase insert Domain Receptor, also known as VEGFR-2); - VEGF165 (Vascular Endothelial Growth Factor A isoform 165)","- KDR gene (also known as FLK1); - VEGFA gene (encoding VEGF-A isoforms, including VEGF165)",(0.92 × 0.3) + (0.88 × 0.3) + (1.0 × 0.25) + (0.15) =; 0.276 + 0.264 + 0.25 + 0.15 = **0.94**
zero-shot,FLT4-VEGFC complex,Homo sapiens (human),None (this complex is specific and well-characterized in humans),"The FLT4-VEGFC complex primarily mediates lymphangiogenesis by promoting growth and development of lymphatic vessels; VEGFC acts as a ligand activating the receptor FLT4 (also known as VEGFR3), initiating downstream signaling pathways involved in lymphatic endothelial cell proliferation, migration, and survival.",1. Fms-related tyrosine kinase 4 (FLT4) / VEGFR3; 2. Vascular endothelial growth factor C (VEGFC),1. FLT4 gene; 2. VEGFC gene,(0.3×0.3) + (0.3×0.3) + (0.25×1.0) + (0.15×0.9) = 0.09 + 0.09 + 0.25 + 0.135 = **0.565**
few-shot,FLT4-VEGFC complex,Human,"Mouse (Mus musculus), with homologous complexes present; C. elegans and Drosophila melanogaster do not have direct FLT4-VEGFC complexes, as their lymphatic systems are different or absent.","The FLT4-VEGFC complex is primarily involved in lymphangiogenesis, mediating the signaling pathways that promote the growth, proliferation, and migration of lymphatic endothelial cells. Activation of FLT4 (also known as VEGFR-3) by VEGFC is essential for the development and maintenance of the lymphatic vascular system in humans.",- FLT4 (Vascular Endothelial Growth Factor Receptor 3); - VEGFC (Vascular Endothelial Growth Factor C),- FLT4 gene (also known as VEGFR3); - VEGFC gene,(0.9 × 0.3) + (0.85 × 0.3) + (0.9 × 0.25) + (0.15) =; 0.27 + 0.255 + 0.225 + 0.15 = **0.90**
contextual,FLT4-VEGFC complex,Human,"The FLT4-VEGFC complex is conserved in other vertebrates, notably in mice; however, its prominence and well-characterized functions are most extensively studied and documented in humans.","The human FLT4-VEGFC complex functions primarily as a signaling receptor complex involved in lymphangiogenesis. Specifically, VEGFC (Vascular Endothelial Growth Factor C) binds to the receptor tyrosine kinase FLT4 (also known as VEGFR-3), activating downstream signaling pathways that promote the growth, migration, and proliferation of lymphatic endothelial cells. This complex plays a critical role in lymphatic vessel formation and maintenance, and is also implicated in pathological conditions such as tumor metastasis and lymphedema.",- FLT4 (Vascular Endothelial Growth Factor Receptor 3); - VEGFC (Vascular Endothelial Growth Factor C),- FLT4 gene; - VEGFC gene,(0.90 × 0.30) + (0.85 × 0.30) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,Integrin alpha-3/beta-1 complex,Human,This complex is also found in Mouse.,"The ITGA3-ITGB1 complex functions as a cell adhesion receptor mediating attachment to the extracellular matrix (ECM), particularly binding to laminins and other ECM components, and facilitating signal transduction for cell migration, differentiation, and survival.","ITGA3 (Integrin alpha-3), ITGB1 (Integrin beta-1)","ITGA3, ITGB1",(0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00) = 0.30 + 0.30 + 0.25 + 0.15 = **1.00**
few-shot,Human ITGA3-ITGB1 integrin complex,Human,"This complex is also found in Mouse, reflecting conserved integrin functions across mammals.","The ITGA3-ITGB1 complex forms a heterodimer known as integrin α3β1, which mediates cell adhesion to extracellular matrix components such as laminins. It plays essential roles in cell migration, proliferation, differentiation, and signal transduction, particularly in tissues like the skin, kidney, and neural tissues.",- Integrin alpha-3 (ITGA3); - Integrin beta-1 (ITGB1),- ITGA3 gene; - ITGB1 gene,(0.9 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.27 + 0.27 + 0.25 + 0.135 = **0.925**
contextual,ITGA3-ITGB1 complex,Human,Mouse (Mus musculus),"The ITGA3-ITGB1 complex functions as a type of integrin receptor mediating cell adhesion, migration, and signal transduction by binding extracellular matrix components such as laminins and fibronectin. It plays critical roles in tissue integrity, immune responses, and wound healing in humans.","Integrin alpha-3 (ITGA3), Integrin beta-1 (ITGB1)","ITGA3, ITGB1",(0.97 × 0.3) + (0.95 × 0.3) + (1.0 × 0.25) + (0.15) =; 0.291 + 0.285 + 0.25 + 0.15 = **0.976**
zero-shot,GARP (Golgi-Associated Retrograde Protein) complex,Homo sapiens (Human),"The GARP complex is also conserved in Saccharomyces cerevisiae (yeast), but it has been less characterized or divergent in C. elegans, Drosophila melanogaster, and Mouse.","The GARP complex mediates retrograde transport from endosomes to the trans-Golgi network (TGN), facilitating the recycling of sorting nexins and SNARE proteins essential for maintaining Golgi function and membrane trafficking fidelity in human cells.",- VPS51; - VPS52; - VPS53; - VPS54,- VPS51; - VPS52; - VPS53; - VPS54,0.3 * 1 + 0.3 * 1 + 0.25 * 1 + 0.15 * 1 = 1.00
few-shot,Golgi-associated retrograde protein complex,Saccharomyces cerevisiae,"Human, Drosophila melanogaster, C. elegans, Mouse","The GARP complex functions as a tethering complex mediating retrograde transport from endosomes to the trans-Golgi network (TGN), facilitating proper Golgi sorting, vesicle recognition, and fusion processes specifically in Saccharomyces cerevisiae. It is essential for maintaining Golgi apparatus function and membrane trafficking fidelity in yeast cells.","Vps51p (Vps51), Vps52p (Vps52), Vps53p (Vps53), Vps54p (Vps54)","VPS51, VPS52, VPS53, VPS54",(0.9 × 0.3) + (0.85 × 0.3) + (0.95 × 0.3) + (0.9 × 0.3) + (0.9 × 0.25) + (0.9 × 0.25) + (0.9 × 0.25) + (0.9 × 0.15) =
contextual,Golgi-associated retrograde protein (GARP) complex,Saccharomyces cerevisiae (budding yeast),"The GARP complex and its homologs are conserved in Drosophila melanogaster, C. elegans, and humans, indicating functional conservation across these species.","The GARP complex mediates retrograde trafficking of vesicles from late endosomes or vacuoles back to the trans-Golgi network. It is crucial for maintaining Golgi function, recycling vacuolar and endosomal proteins, and ensuring proper sorting of vesicular cargo within the secretory and endosomal pathways.",,,
zero-shot,Transmembrane channel-like 2 (TMC2) complex,Homo sapiens (Human),"The TMC2 complex is also found in Mus musculus (Mouse), where it similarly functions in inner ear mechanotransduction and hair cell physiology. It is not definitively reported in C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae in the context of a comparable complex.","In humans, the TMC2 complex functions primarily as an essential component in the mechanotransduction apparatus of sensory hair cells within the inner ear. It contributes to the conversion of mechanical stimuli (sound waves) into electrical signals, playing a crucial role in auditory transduction. TMC2 is involved in the development and maintenance of mechanosensitive channels necessary for hearing.",The key proteins that compose the TMC2 complex in humans include:,The genes encoding these proteins are:,(0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,TMC2 complex,Mouse (Mus musculus),"Human (notably functions through closely related TMC family members), C. elegans (minor functional homologs), Drosophila melanogaster (not documented for TMC2), Saccharomyces cerevisiae (no known homolog)","The TMC2 complex functions as a mechanotransduction channel, primarily involved in converting mechanical stimuli into electrical signals in sensory hair cells of the inner ear. It plays a vital role in auditory and vestibular processes by mediating ion flow across the membrane in response to mechanical deflection of hair cell stereocilia.","Transmembrane channel-like protein 2 (TMC2) is the primary component, with auxiliary proteins such as TMIE (Transmembrane inner ear protein) also implicated in the channel complex, facilitating proper localization and function.","Tmc2 (gene encoding the TMC2 protein), Tmie (gene encoding TMIE)",- Consistency across databases: 0.85 × 0.3 = 0.255; - Supporting experimental data: 0.9 × 0.3 = 0.27; - Accuracy of gene-protein mapping: 1.0 × 0.25 = 0.25; - Organism-specific details: 1.0 × 0.15 = 0.15; Total confidence score = 0.255 + 0.27 + 0.25 + 0.15 = **0.925**
contextual,TMC2 complex,Mouse,,"The TMC2 complex in mouse functions primarily as a component of mechanotransduction channels in sensory hair cells within the inner ear. It modulates mechanosensitivity essential for auditory transduction and balance, acting as part of the molecular machinery that converts mechanical stimuli into electrical signals.",,,- Consistency of information across sources: 0.85; - Supporting experimental data regarding the complex: 0.8; - Accuracy of corresponding protein-gene mapping: 0.9; - Specificity to organism (mouse): 0.9; Calculation:; (0.85 × 0.30) + (0.80 × 0.30) + (0.90 × 0.25) + (0.90 × 0.15) = 0.255 + 0.24 + 0.225 + 0.135 = **0.855**
zero-shot,,,,,,,
few-shot,Human eIF3 (13 Subunit Eukaryotic Initiation Factor 3) Complex,,"- The eIF3 complex is conserved across eukaryotes, including Saccharomyces cerevisiae (yeast), Drosophila melanogaster (fruit fly), C. elegans, and mice, but the specific 13-subunit arrangement and composition are most well-characterized in humans.; Self Confidence Score Calculation:; - Consistency across sources: 0.95 × 0.30 = 0.285; - Supporting experimental data: 0.90 × 0.30 = 0.270; - Accuracy of protein-gene mapping: 1.00 × 0.25 = 0.250; - Specificity to human organism: 1.00 × 0.15 = 0.150; Total confidence score = 0.285 + 0.270 + 0.250 + 0.150 = **0.955**","The human eIF3 complex is a core component of the eukaryotic translation initiation machinery. It facilitates the assembly of the 43S pre-initiation complex, promotes mRNA binding, and plays a crucial role in translation initiation, reinitiation, and regulates selective mRNA translation. It also interacts with other initiation factors and the 40S ribosomal subunit to ensure accurate translation initiation.",,,
contextual,eIF3 complex (13 subunits),Human,"Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae (note: while the core eIF3 complex is conserved, subunit composition and complexity can vary among organisms)","The eIF3 complex is essential for translation initiation in eukaryotic cells, facilitating the assembly of the pre-initiation complex, recruiting the 43S pre-initiation complex to mRNA, and promoting scanning for the start codon. It also interacts with other initiation factors, the ribosome, and mRNA to regulate protein synthesis.","eIF3a, eIF3b, eIF3c, eIF3d, eIF3e, eIF3f, eIF3g, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m","EIF3A, EIF3B, EIF3C, EIF3D, EIF3E, EIF3F, EIF3G, EIF3H, EIF3I, EIF3J, EIF3K, EIF3L, EIF3M",(0.90 × 0.3) + (0.85 × 0.3) + (0.9 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.225 + 0.15 = **0.90**
zero-shot,Tip60 chromatin-remodeling complex,Homo sapiens (Human),"The Tip60 complex is also conserved in Mus musculus (Mouse) and Saccharomyces cerevisiae (yeast), but is less characterized or absent in C. elegans and Drosophila melanogaster for the classical complex structure.","The Tip60 complex functions primarily as a histone acetyltransferase (HAT) complex that modifies chromatin structure to regulate gene transcription, DNA repair, apoptosis, and chromatin remodeling processes, predominantly in humans. It facilitates the acetylation of histones H4 and H2A/H2AX, thereby promoting transcriptional activation and DNA damage response pathways.",- TIP60 (also known as KAT5); - EPC1 (Enhancer of Poly combs-like 1); - TRRAP (Transformation/transcription domain-associated protein); - ING3 (Inhibitor of growth family member 3); - MRGBP (Tip60/Meg3-related protein); - RUVBL1 (RuvB-like AAA ATPase 1); - RUVBL2 (RuvB-like AAA ATPase 2); - BAF53 (ACTL6A); - TADA2B (Type 2 histone acetyltransferase complex subunit TADA2B); Genes (corresponding to above proteins):; - TIP60: KAT5; - EPC1: EPC1; - TRRAP: TRRAP; - ING3: ING3; - MRGBP: MRGBP; - RUVBL1: RUVBL1; - RUVBL2: RUVBL2; - ACTL6A (BAF53): ACTL6A; - TADA2B: TADA2B,,(Consistency of data: 0.3) * 0.9 + (Supporting experimental data: 0.3) * 0.85 + (Protein-gene mapping accuracy: 0.25) * 0.9 + (Organism-specificity: 0.15) * 1.0; = (0.3 * 0.9) + (0.3 * 0.85) + (0.25 * 0.9) + (0.15 * 1.0); = 0.27 + 0.255 + 0.225 + 0.15; = **0.9**
few-shot,Tip60 chromatin-remodeling complex,Human (Homo sapiens),"Mouse (Mus musculus), Drosophila melanogaster, Saccharomyces cerevisiae (has homologous components, but the complex as characterized in humans is most prominent in humans)","The human Tip60 complex functions as a histone acetyltransferase (HAT) that modifies chromatin structure to regulate gene expression, DNA repair, apoptosis, and cell cycle progression. It is involved in transcriptional activation and the DNA damage response through acetylation of histones (notably H4 and H2AZ) and non-histone proteins.",,,(0.90 × 0.3) + (0.85 × 0.3) + (0.9 × 0.3) + (1.0 × 0.15) = 0.27 + 0.255 + 0.27 + 0.15 = **0.945**
contextual,Tip60 chromatin-remodeling complex,Human,"The Tip60 complex (or its orthologs) is conserved in Mouse, and orthologous complexes are also identified in *Drosophila melanogaster* and *C. elegans*. In *Saccharomyces cerevisiae*, a functionally analogous complex exists involving Esa1 (the yeast homolog of Tip60), but the complex as characterized in humans is most prominent and extensively studied in humans.","The human Tip60 complex is a multi-subunit histone acetyltransferase (HAT) complex involved in chromatin remodeling, transcriptional regulation, DNA repair (notably by promoting DNA damage response), apoptosis, and cell cycle regulation. It acetylates histone H4 and other non-histone proteins, facilitating changes in chromatin structure conducive to these processes.",,,
zero-shot,COP9 Signalosome,Homo sapiens (Human),"The COP9 signalosome is also found in Mus musculus (Mouse), Caenorhabditis elegans, Drosophila melanogaster, and Saccharomyces cerevisiae, but it is most prominent and best characterized in humans.","The human COP9 signalosome (CSN) primarily functions as a regulator of the ubiquitin-proteasome system. It controls cullin-RING ligases (CRLs) by removing NEDD8 modifications, thereby coordinating degradation of various proteins involved in cell cycle progression, signal transduction, and development. It also influences gene expression and DNA repair pathways.",1. CSN1 (Conserved CSN subunit 1); 2. CSN2; 3. CSN3; 4. CSN4; 5. CSN5; 6. CSN6; 7. CSN7A; 8. CSN7B; 9. CSN8; 10. CSN9,1. COPS1 (for CSN1); 2. COPS2; 3. COPS3; 4. COPS4; 5. COPS5; 6. COPS6; 7. COPS7A (or COPS7A1); 8. COPS7B; 9. COPS8; 10. COPS9,"Based on data consistency across databases, experimental validation, precise protein-gene mapping, and organism-specific information, the confidence score can be evaluated as:; (0.3 * 1.0) + (0.3 * 1.0) + (0.25 * 1.0) + (0.15 * 1.0) = 0.3 + 0.3 + 0.25 + 0.15 = **1.00**"
few-shot,Human COP9 Signalosome,Human,Mouse,"The human COP9 signalosome (CSN) functions primarily as a regulator of cullin-RING ubiquitin ligases (CRLs). It mediates deneddylation of cullin proteins, thereby modulating ubiquitination and subsequent proteasomal degradation of target proteins involved in cell cycle control, DNA repair, and developmental processes.",,,
contextual,COP9 Signalosome,Human,"Mouse; The human COP9 Signalosome is highly conserved, and homologous complexes are also found in mouse (Mus musculus), sharing identical subunit composition and functional roles.","The COP9 Signalosome (CSN) is a conserved multisubunit complex that primarily functions as a regulator of protein degradation. It modulates cullin-RING ligases (CRLs) by removing NEDD8 modifications, thereby controlling ubiquitin-mediated proteasomal degradation pathways. In humans, it plays essential roles in cell cycle progression, DNA repair, and signal transduction.",,,
zero-shot,20S Proteasome,Human (Homo sapiens),"The 20S proteasome is also prominently found in Mouse (Mus musculus), Saccharomyces cerevisiae (yeast), and Drosophila melanogaster, but it is most extensively characterized in humans.","The 20S proteasome is a core catalytic particle responsible for degrading ubiquitinated proteins via proteolysis, maintaining protein homeostasis and regulating various cellular processes such as cell cycle progression and stress responses.",- PSMA1 (Proteasome alpha subunit 1); - PSMA2; - PSMA3; - PSMA4; - PSMA5; - PSMA6; - PSMA7; - PSMB1 (Proteasome beta subunit 1); - PSMB2; - PSMB3; - PSMB4; - PSMB5; - PSMB6; - PSMB7,"- PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7",(Consistency of information: 0.3) + (Supporting experimental data: 0.3) + (Protein-gene mapping accuracy: 0.25) + (Organism-specific detail: 0.15) = 0.3 + 0.3 + 0.25 + 0.15 = 1.00
few-shot,20S Proteasome,Human,"Human, Mouse, C. elegans, Drosophila melanogaster, Saccharomyces cerevisiae","The 20S proteasome core particle is responsible for proteolytic degradation of misfolded, damaged, or regulatory proteins via a highly regulated proteolytic process. It plays a central role in maintaining cellular protein homeostasis, regulating cell cycle, and modulating immune responses through degradation of ubiquitinated proteins.",,,
contextual,20S Proteasome,Human,- Mouse (Mus musculus): homologous proteins with high similarity and conserved complex; - Saccharomyces cerevisiae: conserved core complex components; structural and functional equivalent exists,"The 20S proteasome is the core particle responsible for degrading ubiquitinated proteins via proteolysis; it plays a central role in regulated protein turnover, maintaining cellular homeostasis, and controlling various cellular processes including cell cycle and response to oxidative stress.","- Core α subunits: PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8; - Core β subunits: PSMB1, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMB10; - Regulatory complex (sometimes associated): PA28 (e.g., PSME1, PSME2, PSME3), but these are part of the 19S/PA28 regulatory caps, not core 20S.; Genes (corresponding to core subunits):; - PSMG1-6 (for α subunits); - PSMB1-10 (for β subunits)",,(0.95 × 0.30) + (0.90 × 0.30) + (1.00 × 0.25) + (0.95 × 0.15); = 0.285 + 0.27 + 0.25 + 0.1425; = **0.9475**
zero-shot,HCN1-HCN4 channel complex,Human,"This particular heteromeric complex (HCN1-HCN4) is predominantly characterized in humans. Similar complexes may be present in mice, but the specific heteromer formed by HCN1 and HCN4 in humans has not been well-documented in other organisms like C. elegans, D. melanogaster, or S. cerevisiae.","This heteromeric channel complex in humans mediates hyperpolarization-activated cation currents (I_h), which contribute to setting resting membrane potential, regulating neuronal excitability, and pacemaker activity in cells such as cardiac and neurons.","HCN1, HCN4","HCN1, HCN4",(Consistency across sources: 0.3 * 0.9) + (Supporting experimental data: 0.3 * 0.85) + (Protein-gene mapping accuracy: 0.25 * 0.95) + (Organism specificity: 0.15 * 1.0) = 0.27 + 0.255 + 0.2375 + 0.15 = **0.8875**
few-shot,HCN1-HCN4 complex,Human,Mouse (Mus musculus),"The HCN1-HCN4 complex in humans forms heteromeric hyperpolarization-activated cyclic nucleotide-gated (HCN) channels that regulate neuronal excitability by mediating hyperpolarization-activated cation currents (Ih). These channels are critical in controlling rhythmic activity in cardiac and certain neuronal tissues, particularly in pacemaker neurons of the heart and brain.",- HCN1 (Hyperpolarization-activated cyclic nucleotide-gated channel 1); - HCN4 (Hyperpolarization-activated cyclic nucleotide-gated channel 4),- HCN1 gene; - HCN4 gene,( (0.95 for consistency across sources) × 0.30 ) + ( (0.90 for experimental support) × 0.30 ) + ( (1.00 for accurate gene-protein mapping) × 0.25 ) + ( (1.00 for organism specificity) × 0.15 ); = 0.285 + 0.27 + 0.25 + 0.15 = **0.955**
contextual,HCN1-HCN4 complex,Mouse,Human,"The HCN1-HCN4 complex is involved in generating hyperpolarization-activated cyclic nucleotide-gated (HCN) currents, which contribute to the pacemaker activity of sinoatrial node cells in the heart. Specifically, this complex regulates cardiac rhythmicity and neuronal excitability by mediating funny currents (I_f) in cardiac and neuronal tissues.","HCN1, HCN4","Hcn1, Hcn4",(0.9 × 0.3) + (0.85 × 0.3) + (1.0 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.25 + 0.15 = **0.925**
zero-shot,NMDAR1-P2RY4 complex,Human,"The GRIN1-P2RY4 complex is primarily characterized in humans; there is limited or no evidence for this specific complex being conserved or identified in Mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","This complex is involved in synaptic signaling and neurotransmission, with NMDAR1 (also known as GRIN1) serving as a key subunit of NMDA-type glutamate receptors critical for synaptic plasticity, while P2RY4 is a purinergic receptor implicated in cellular signaling mediated by extracellular nucleotides. In humans, their association may influence neurotransmitter responsiveness and neurochemical signaling pathways.",- NMDAR1 (the protein product of the gene GRIN1); - P2RY4 (the protein product of the gene P2RY4),- GRIN1; - P2RY4,(0.3 * 1.0) + (0.3 * 0.8) + (0.25 * 0.9) + (0.15 * 1.0) = 0.3 + 0.24 + 0.225 + 0.15 = **0.915**
few-shot,GRIN1-P2RY4 complex,Human,"It is specific to humans; current data do not confirm similar complexes in mouse, C. elegans, Drosophila melanogaster, or Saccharomyces cerevisiae.","The GRIN1-P2RY4 complex is involved in neurochemical signaling pathways, with GRIN1 forming part of NMDA-type glutamate receptors critical for synaptic transmission and plasticity, and P2RY4 functioning as a G-protein-coupled purinergic receptor mediating responses to extracellular nucleotides like ATP. In humans, their interaction may influence neuronal excitability and synaptic modulation.",,,
contextual,GRIN1-P2RY4 complex,Human,"There is limited evidence for this specific complex in other organisms; the proteins are conserved, but the complex as a functional entity appears primarily characterized in humans.","The GRIN1-P2RY4 complex is involved in neural signaling, with GRIN1 (a subunit of NMDA-type glutamate receptors) mediating excitatory neurotransmission, synaptic plasticity, and neurodevelopment. P2RY4 is a G-protein coupled purinergic receptor that modulates intracellular signaling pathways, potentially influencing glutamatergic activity indirectly. The interaction suggests a role in neuromodulation and synaptic regulation in human neurons.","- GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1); - P2RY4 (Purinergic Receptor P2Y, G-Protein Coupled, 4); Corresponding Genes:; - GRIN1 gene; - P2RY4 gene",,(0.85 × 0.3) + (0.8 × 0.3) + (1.0 × 0.25) + (0.7 × 0.15) = 0.255 + 0.24 + 0.25 + 0.105 = **0.85**
zero-shot,TLR4-LY96 (also known as MD-2) complex,Human,The TLR4-LY96 complex is also found in Mouse.,"The TLR4-LY96 complex functions as a pattern recognition receptor (PRR) primarily involved in innate immunity. It recognizes lipopolysaccharide (LPS) from Gram-negative bacteria, leading to activation of downstream signaling pathways such as NF-κB, resulting in inflammatory cytokine production.","- TLR4 (Toll-like receptor 4); - LY96 (Lymphocyte antigen 96, also known as MD-2)","- TLR4 gene (located on chromosome 9 in humans); - LY96 gene (also known as MD-2, located on chromosome 8 in humans)",= (0.3 * 1.00) + (0.3 * 1.00) + (0.25 * 1.00) + (0.15 * 1.00); = 0.3 + 0.3 + 0.25 + 0.15; = 1.00
few-shot,LY96-TLR4 complex,Human,"Mouse (the complex is also well-characterized in mice), but predominantly studied in humans. The LY96-TLR4 complex's role in innate immunity is conserved across vertebrates, especially in mammals, including mice.","The LY96 (also known as MD-2) and TLR4 complex functions as a pattern recognition receptor complex primarily involved in innate immunity. It recognizes lipopolysaccharides (LPS) from Gram-negative bacteria, triggering downstream signaling pathways that activate inflammatory responses.","- TLR4 (Toll-like receptor 4); - LY96 (MD-2, myeloid differentiation factor 2); Corresponding Genes:; - TLR4 gene; - LY96 gene",,(0.95 × 0.3) + (0.9 × 0.3) + (1.0 × 0.25) + (0.9 × 0.15) = 0.285 + 0.27 + 0.25 + 0.135 = **0.94**
