Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Tip60 chromatin-remodeling complex,Human,Drosophila melanogaster,Regulates histone acetylation;  DNA damage response;  transcriptional regulation;  and chromatin remodeling through its histone acetyltransferase (HAT) activity,Tip60 (KAT5); RBBP4/7 (Retinoblastoma binding protein); DMAP1 (DNA methyltransferase-associated protein); NF-κB/p65; Actin; Arp4 (Actin-related protein 4),KAT5; RBBP4;  RBBP7; DMAP1; NFKB1; ACTA1/2; ACTR4,0.9125
zero-shot,COP9 Signalosome (CSN),Human,Drosophila melanogaster;  Arabidosis thaliana,Regulates protein degradation;  cell cycle progression;  and signal transduction by modifying and controlling cullin-RING ubiquitin ligases (CRLs),CSN1; CSN2; CSN3; CSN4; CSN5; CSN6; CSN7; CSN8,COPS1 (CSN1); COPS2 (CSN2); COPS3 (CSN3); COPS4 (CSN4); COPS5 (CSN5); COPS6 (CSN6); COPS7A/COPS7B (CSN7); COPS8 (CSN8); Self Confidence Score Calculation:; (0.3 * 0.9) + (0.3 * 0.85) + (0.25 * 0.8) + (0.15 * 0.95) = 0.87,
few-shot,COP9 Signalosome (CSN),Human,Drosophila melanogaster;  C. elegans,A multi-subunit protein complex involved in protein degradation;  cell cycle regulation;  and signal transduction;  primarily acting as a key regulator of cullin-RING ubiquitin ligases (CRLs),CSN1 (COPS1); CSN2 (COPS2); CSN3 (COPS3); CSN4 (COPS4); CSN5 (COPS5/JAB1); CSN6 (COPS6); CSN7A/CSN7B (COPS7A/COPS7B); CSN8 (COPS8),COPS1;  COPS2;  COPS3;  COPS4;  COPS5;  COPS6;  COPS7A;  COPS7B;  COPS8,0.929
contextual,COP9 Signalosome (CSN),Human,Drosophila melanogaster;  C. elegans;  Saccharomyces cerevisiae,A multifunctional protein complex involved in protein degradation;  transcriptional regulation;  and signal transduction. It acts as a key regulator of cullin-RING ubiquitin ligases (CRLs) by mediating deneddylation and modulating protein turnover.,CSN1 (COPS1); CSN2 (COPS2); CSN3 (COPS3); CSN4 (COPS4); CSN5 (COPS5/JAB1); CSN6 (COPS6); CSN7a (COPS7A); CSN8 (COPS8),COPS1; COPS2; COPS3; COPS4; COPS5; COPS6; COPS7A; COPS8,0.9275
zero-shot,20S Proteasome,Human,Mouse;  Drosophila melanogaster,Proteolytic degradation of damaged;  misfolded;  or regulatory proteins through ATP-independent proteolysis,Alpha subunits (PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7); Beta subunits (PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7),PSMA1 (Proteasome 20S Subunit Alpha 1); PSMA2 (Proteasome 20S Subunit Alpha 2); PSMA3 (Proteasome 20S Subunit Alpha 3); PSMA4 (Proteasome 20S Subunit Alpha 4); PSMA5 (Proteasome 20S Subunit Alpha 5); PSMA6 (Proteasome 20S Subunit Alpha 6); PSMA7 (Proteasome 20S Subunit Alpha 7); PSMB1 (Proteasome 20S Subunit Beta 1); PSMB2 (Proteasome 20S Subunit Beta 2); PSMB3 (Proteasome 20S Subunit Beta 3); PSMB4 (Proteasome 20S Subunit Beta 4); PSMB5 (Proteasome 20S Subunit Beta 5); PSMB6 (Proteasome 20S Subunit Beta 6); PSMB7 (Proteasome 20S Subunit Beta 7),0.856
few-shot,20S Proteasome,Human; 1.0 × 0.15 = 0.15,Mouse;  Saccharomyces cerevisiae;  C. elegans;  Drosophila melanogaster,Catalyzes the proteolytic degradation of ubiquitinated and misfolded proteins in eukaryotic cells;  playing a crucial role in cellular protein quality control and regulation.,Alpha subunits (PSMA1-7); Beta subunits (PSMB1-7); 0.95 × 0.25 = 0.2375,Alpha subunits:; PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; Beta subunits:; PSMB1; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7; Self Confidence Score Calculation:; Consistency across sources: 0.90 × 0.30 = 0.27; Supporting experimental data: 0.85 × 0.30 = 0.255,0.9125
contextual,20S Proteasome,Human,Mouse;  Saccharomyces cerevisiae,The 20S proteasome is a large;  barrel-shaped protein complex responsible for non-lysosomal intracellular protein degradation through proteolytic cleavage. It plays a critical role in protein quality control;  cell cycle regulation;  and cellular stress response.,Alpha subunits (α1-α7); Beta subunits (β1-β7); Specific Human Proteins:; PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7,PSMA1;  PSMA2;  PSMA3;  PSMA4;  PSMA5;  PSMA6;  PSMA7; PSMB1;  PSMB2;  PSMB3;  PSMB4;  PSMB5;  PSMB6;  PSMB7,0.95
zero-shot,HCN1-HCN4 Hyperpolarization-activated Cyclic Nucleotide-gated Channel Complex,Human,Mouse,Modulates neuronal and cardiac electrical signaling;  particularly in regulating membrane potential and pacemaker current,HCN1;  HCN2;  HCN3;  HCN4 (Hyperpolarization-activated cyclic nucleotide-gated potassium channels),HCN1;  HCN2;  HCN3;  HCN4,0.8150
few-shot,HCN1-HCN4 complex,Human,Mouse,Hyperpolarization-activated cyclic nucleotide-gated (HCN) ion channels that mediate electrical signaling in neurons;  particularly in cardiac and neuronal pacemaker cells. They generate rhythmic electrical oscillations and contribute to neuronal excitability and heart rate regulation.,Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 1 (HCN1); Hyperpolarization-activated cyclic nucleotide-gated potassium channel protein 4 (HCN4),HCN1; HCN4; Self Confidence Score Calculation:; Consistency across databases (0.85 × 0.3) = 0.255; Supporting experimental data (0.80 × 0.3) = 0.240; Protein-gene mapping accuracy (0.95 × 0.25) = 0.2375; Organism-specific information (0.90 × 0.15) = 0.135,0.8675
contextual,HCN1-HCN4 complex,Human; 0.95 × 0.15 = 0.143,Mouse,Hyperpolarization-activated cyclic nucleotide-gated (HCN) ion channels that mediate the native pacemaker current (Ih) in neurons and cardiac tissues;  regulating neuronal excitability and cardiac rhythm.,Hyperpolarization-activated cyclic nucleotide-gated potassium channel 1; Hyperpolarization-activated cyclic nucleotide-gated potassium channel 4; 1.00 × 0.25 = 0.250,HCN1; HCN4; Self Confidence Score Calculation:; Consistency across databases: 0.90 × 0.30 = 0.270; Supporting experimental data: 0.85 × 0.30 = 0.255,0.918
zero-shot,GRIN1-P2RY4 Complex,Human; 0.15 (0.15 weight),None confirmed,Signal transduction and neuronal communication,GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1); P2RY4 (Purinergic Receptor P2Y4); 0.2 (0.25 weight),GRIN1 gene; P2RY4 gene; Self Confidence Score Calculation:; Consistency across databases: 0.2 (0.3 weight); Supporting experimental data: 0.1 (0.3 weight),0.15
few-shot,GRIN1-P2RY4 Complex,Inconclusive,N/A,Insufficient data to confirm specific function,GRIN1;  P2RY4,GRIN1;  P2RY4,The extremely low confidence score reflects the current limitations in definitively establishing this protein complex's characteristics.
contextual,GRIN1-P2RY4 complex,Human,N/A,A protein interaction complex potentially involved in neuronal signaling and receptor-mediated processes;  with specific involvement in glutamatergic neurotransmission and purinergic signaling.,Glutamate ionotropic receptor NMDA type subunit 1 (GRIN1); Purinergic receptor P2Y4 (P2RY4),GRIN1; P2RY4; Self Confidence Score Calculation:; Confidence Components:; Consistency across databases (0.7 × 0.30) = 0.21; Supporting experimental data (0.6 × 0.30) = 0.18; Protein-gene mapping accuracy (0.8 × 0.25) = 0.20; Organism specificity (0.9 × 0.15) = 0.135,0.725
zero-shot,LY96-TLR4 Complex,Human,Mouse,Cellular receptor complex that recognizes lipopolysaccharides (LPS) and initiates innate immune response signaling,LY96 (MD-2/MD2 protein); TLR4 (Toll-like receptor 4),LY96 gene; TLR4 gene; Self Confidence Score Calculation:; (Consistency across sources: 0.3 × 0.9) + (Experimental data: 0.3 × 0.85) + (Protein-gene mapping: 0.25 × 0.95) + (Organism specificity: 0.15 × 1.00) = 0.3 × 0.9 + 0.3 × 0.85 + 0.25 × 0.95 + 0.15 × 1.00 = 0.27 + 0.255 + 0.2375 + 0.15 = 0.9125,0.91
few-shot,LY96-TLR4 complex,Human; 1.00,Mouse,A critical receptor complex in innate immune response that recognizes lipopolysaccharide (LPS) from gram-negative bacterial cell walls and initiates inflammatory signaling cascades,MD-2 (LY96);  Toll-like receptor 4; 1.00,LY96;  TLR4,0.955
contextual,LY96-TLR4 complex,Human,Mouse,This protein complex is a critical component of the innate immune response;  functioning as a key receptor for detecting lipopolysaccharide (LPS) from gram-negative bacterial cell walls and initiating inflammatory signaling cascades.,Toll-like receptor 4 (TLR4); Lymphocyte antigen 96 (LY96;  also known as MD-2),TLR4; LY96; Self Confidence Score Calculation:; • Consistency of information across sources: 0.95 × 0.30 = 0.285; • Supporting experimental data: 0.92 × 0.30 = 0.276; • Protein-gene mapping accuracy: 1.00 × 0.25 = 0.250; • Organism-specific information precision: 0.98 × 0.15 = 0.147,0.958
zero-shot,RAD6-RAD18 Ubiquitin Ligase Complex,Saccharomyces cerevisiae (budding yeast),Human,DNA damage tolerance and post-replication repair mechanism through ubiquitination of proliferating cell nuclear antigen (PCNA),Rad6 (Ubc2); Rad18; Rad5,RAD6 (UBC2); RAD18; RAD5, and high specificity to Saccharomyces cerevisiae as the primary organism of study for this complex.
few-shot,RAD6-RAD18 ubiquitin ligase complex,Human; 1.00 × 0.15 = 0.150,Saccharomyces cerevisiae;  C. elegans,Plays a critical role in DNA damage tolerance (translesion synthesis) and post-replication repair by ubiquitinating proliferating cell nuclear antigen (PCNA) in response to DNA damage,Ubiquitin-conjugating enzyme E2 (RAD6/UBE2A/UBE2B); Really Interesting New Gene (RING) finger protein (RAD18); 0.95 × 0.25 = 0.238,UBE2A; UBE2B; RAD18; Self Confidence Score Calculation:; Consistency across sources: 0.90 × 0.30 = 0.270; Supporting experimental data: 0.85 × 0.30 = 0.255,0.913
contextual,RAD6-RAD18 Ubiquitin Ligase Complex,Saccharomyces cerevisiae (Budding Yeast),Human;  Mouse,DNA damage tolerance pathway involved in post-replication repair and translesion DNA synthesis;  specifically managing DNA damage through ubiquitination of PCNA (Proliferating Cell Nuclear Antigen),RAD6 (Ubiquitin-conjugating enzyme); RAD18 (E3 ubiquitin-protein ligase),RAD6 (UBC2); RAD18,0.90
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,None,Regulation of phosphate metabolism and cell cycle progression in response to phosphate availability,Pho85 (Cyclin-dependent protein kinase); Pho80 (Cyclin),PHO85 (cyclin-dependent protein kinase gene); PHO80 (cyclin gene); Self Confidence Score Calculation:; (Consistency across sources: 0.9 * 0.3) + (Experimental data: 0.85 * 0.3) + (Protein-gene mapping: 0.95 * 0.25) + (Organism specificity: 1.0 * 0.15) = 0.90; Detailed calculation:; (0.9 * 0.3) + (0.85 * 0.3) + (0.95 * 0.25) + (1.0 * 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = 0.9125 (rounded to 0.90),
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (Baker's yeast); 1.0,N/A,Regulates phosphate metabolism and cell cycle progression in response to phosphate availability by controlling the transcription of genes involved in phosphate metabolism and other cellular processes.,Cyclin-dependent kinase PHO85; Cyclin PHO80,PHO85 (cyclin-dependent kinase); PHO80 (cyclin); Self Confidence Score Calculation:; Consistency of information (0.3): 0.95; Supporting experimental data (0.3): 0.90; Accuracy of protein-gene mapping (0.25): 1.0,0.955
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast); 1.0 × 0.15 = 0.15,N/A,Regulatory complex involved in phosphate metabolism;  cell cycle control;  and transcriptional regulation in yeast;  specifically controlling genes related to phosphate metabolism and growth,Cyclin-dependent protein kinase PHO85; Cyclin PHO80; 1.0 × 0.25 = 0.25,PHO85 (protein kinase gene); PHO80 (cyclin gene); Self Confidence Score Calculation:; Consistency across sources: 0.95 × 0.3 = 0.285; Supporting experimental data: 0.90 × 0.3 = 0.27,0.955
zero-shot,DNA Polymerase Epsilon (Pol ε),Homo sapiens (Human),Saccharomyces cerevisiae,High-fidelity DNA replication and repair;  primarily involved in lagging strand synthesis during chromosomal DNA replication,POLE (Catalytic subunit); POLE2 (Accessory subunit); POLE3 (Accessory subunit); POLE4 (Accessory subunit),POLE; POLE2; POLE3; POLE4,0.87
few-shot,DNA Polymerase Epsilon (Pol ε),Human; 1.0 × 0.15 = 0.15,Saccharomyces cerevisiae,DNA replication and repair;  primarily involved in leading strand synthesis during DNA replication and genome maintenance.,Catalytic subunit (POLE); Regulatory subunit (POLE2); Accessory subunit 1 (POLE3); Accessory subunit 2 (POLE4); 1.0 × 0.25 = 0.25,POLE (DNA polymerase epsilon subunit 1); POLE2 (DNA polymerase epsilon subunit 2); POLE3 (DNA polymerase epsilon subunit 3); POLE4 (DNA polymerase epsilon subunit 4); Self Confidence Score Calculation:; Consistency across sources: 0.90 × 0.30 = 0.27; Supporting experimental data: 0.85 × 0.30 = 0.255,0.925
contextual,DNA Polymerase Epsilon (Pol ε),Human; 1.00 × 0.15 = 0.150,N/A,Replicates and maintains the genome during DNA synthesis;  with high fidelity and processivity;  primarily involved in leading strand DNA replication and genome stability,Catalytic subunit (POLE); Accessory subunit 1 (POLE2); Accessory subunit 2 (POLE3); Accessory subunit 4 (POLE4); 1.00 × 0.25 = 0.250,POLE; POLE2; POLE3; POLE4; Self Confidence Score Calculation:; Consistency of information: 0.95 × 0.30 = 0.285; Supporting experimental data: 0.90 × 0.30 = 0.270,0.955
zero-shot,Golgi Transport Complex (COG Complex),Homo sapiens (Human),Saccharomyces cerevisiae,Involved in retrograde and intra-Golgi transport;  protein glycosylation;  and maintaining Golgi apparatus structure and function,COG1; COG2; COG3; COG4; COG5; COG6; COG7; COG8,Ctoga (COG1); COGB (COG2); COGC (COG3); COGD (COG4); COGE (COG5); COGF (COG6); COGG (COG7); COGH (COG8),0.87
few-shot,Golgi Transport Complex (COPI Vesicle Coat Complex),Human,Mouse;  Saccharomyces cerevisiae,Mediates protein and lipid transport between Golgi cisternae and from Golgi to endoplasmic reticulum through vesicle formation and cargo selection,Coatomer subunit alpha (COPA); Coatomer subunit beta (COPB1/COPB2); Coatomer subunit beta' (COPB2); Coatomer subunit gamma (COPG); Coatomer subunit delta (COPD); Coatomer subunit epsilon (COPE); Coatomer subunit zeta (COPZ1/COPZ2),COPA; COPB1; COPB2; COPG; COPD; COPE; COPZ1; COPZ2; Self Confidence Score Calculation:; (0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = 0.9125,
contextual,Golgi Transport Complex (COPI Vesicle Coat Complex),Human,Mouse;  Saccharomyces cerevisiae,Mediates retrograde transport from the Golgi apparatus to the endoplasmic reticulum;  facilitating protein and lipid sorting and recycling,Coatomer subunit alpha (COPA); Coatomer subunit beta (COPB1/B2); Coatomer subunit beta' (COPB2); Coatomer subunit delta (COPD); Coatomer subunit epsilon (COPE); Coatomer subunit gamma (COPG); Coatomer subunit zeta (COPZ1/Z2),COPA; COPB1; COPB2; ARCN1 (delta subunit); COPE; COPG; COPZ1; COPZ2,0.929
zero-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae (Yeast),Human;  Mouse,Catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to proteins at the endoplasmic reticulum membrane,Gaa1 (GPI transamidase subunit); Gpi8 (GPI transamidase catalytic subunit); Gpi16 (GPI transamidase subunit); Gpi17 (GPI transamidase subunit); Cwh43 (GPI transamidase subunit),GAA1; GPI8; GPI16; GPI17; CWH43,0.80
few-shot,GPI-anchor transamidase complex,Human,Saccharomyces cerevisiae,Catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to proteins;  enabling membrane protein localization and cellular signaling,GPI transamidase component 1 (GPAA1); GPI transamidase component 2 (PIGK); GPI transamidase component 3 (PIGF); GPI transamidase component 4 (PIGS); GPI transamidase component 5 (PIGT),GPAA1; PIGK; PIGF; PIGS; PIGT, and precise protein-gene mapping specific to the human context.
contextual,GPI-anchor transamidase complex,Human; 1.00,N/A,Catalyzes the post-translational attachment of glycosylphosphatidylinositol (GPI) anchors to proteins;  enabling their attachment to the cell membrane in eukaryotic cells.,PIGK (GPI transamidase component); PIGU (GPI transamidase component); PIGV (GPI transamidase component); PIGS (GPI transamidase component); PIGQ (GPI transamidase component); 1.00,PIGK; PIGU; PIGV; PIGS; PIGQ; Self Confidence Score Calculation:; Consistency across sources: 0.90; Supporting experimental data: 0.85,0.925
zero-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae (budding yeast),None specifically identified,Catalyzes the first mannose transfer step in GPI anchor biosynthesis;  specifically adding the first mannose residue to the GPI precursor in the endoplasmic reticulum,Mcd4p (catalytic subunit); Anp1p (mannose transfer protein); Sec71p (complex stabilization protein),MCD4; ANP1; SEC71; Self Confidence Score Calculation:; (Consistency across sources: 0.25/0.30) + (Experimental data support: 0.20/0.30) + (Protein-gene mapping accuracy: 0.20/0.25) + (Organism specificity: 0.12/0.15) = 0.77,0.77
few-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae (Baker's yeast),N/A,Catalyzes the first step in glycosylphosphatidylinositol (GPI) anchor biosynthesis;  specifically transferring mannose residues during GPI anchor assembly,Gpi3p (Glycosyltransferase); Gpi14p (Mannosyltransferase); Gpi15p (Auxiliary protein); Gpi16p (Auxiliary protein),GPI3; GPI14; GPI15; GPI16; Self Confidence Score Calculation:; (0.85 × 0.3) + (0.75 × 0.3) + (0.90 × 0.25) + (1.0 × 0.15) = 0.255 + 0.225 + 0.225 + 0.15 = 0.855; Note: The confidence score reflects moderate to high confidence due to well-documented research in yeast GPI anchor biosynthesis;  with slight uncertainties in complete protein interaction characterization.,
contextual,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae (Yeast),N/A,Responsible for the initial step of GPI anchor biosynthesis;  specifically catalyzing the first mannose transfer in the GPI anchor assembly pathway,Gpi13p (Mannosyltransferase component); Gpi14p (Mannosyltransferase component); Gpi15p (Mannosyltransferase component),GPI13; GPI14; GPI15,0.913
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),None specifically identified,Facilitates vesicle tethering and membrane fusion at the endoplasmic reticulum-Golgi interface during retrograde transport,Dsl1; Tip20; Sec39,DSL1; TIP20; SEC39,0.83
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast); 1.00,N/A,Facilitates membrane fusion and trafficking between the endoplasmic reticulum (ER) and Golgi apparatus by tethering and promoting SNARE complex formation during vesicle transport,Dsl1 protein; Tip20 protein; Sec39 protein; 1.00,DSL1; TIP20; SEC39; Self Confidence Score Calculation:; Consistency across databases (0.30 weight): 0.90; Supporting experimental data (0.30 weight): 0.85,
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae (Budding yeast); 1.00 × 0.15 = 0.150,N/A,Involved in membrane fusion and SNARE complex assembly during vesicle trafficking at the endoplasmic reticulum membrane;  specifically in retrograde transport from the Golgi to the ER.,Dsl1 protein; Tip20 protein; Sec39 protein; 1.00 × 0.25 = 0.250,DSL1; TIP20; SEC39; Self Confidence Score Calculation:; Consistency across sources: 0.85 × 0.30 = 0.255; Supporting experimental data: 0.90 × 0.30 = 0.270,0.925
zero-shot,AP-1 adaptor complex (clathrin adaptor),Human,Mouse;  Drosophila melanogaster,Mediates protein trafficking and sorting between the trans-Golgi network and endosomes;  facilitating membrane protein transport,γ-adaptin (AP1G1/AP1G2); β1-adaptin (AP1B1); μ1-adaptin (AP1M1/AP1M2); σ1-adaptin (AP1S1/AP1S2),AP1G1 (γ-adaptin); AP1G2 (γ-adaptin); AP1B1 (β1-adaptin); AP1M1 (μ1-adaptin); AP1M2 (μ1-adaptin); AP1S1 (σ1-adaptin); AP1S2 (σ1-adaptin); Self Confidence Score Calculation:; (0.3 * 0.85) + (0.3 * 0.80) + (0.25 * 0.90) + (0.15 * 0.95) = 0.86,
few-shot,AP-1 adaptor complex (HA1;  HA1 clathrin adaptor),Human,Mouse;  Drosophila melanogaster,Mediates intracellular protein trafficking and sorting between the trans-Golgi network and endosomes;  facilitating cargo recruitment and clathrin-coated vesicle formation,AP-1 gamma-1 subunit; AP-1 mu-1 subunit; AP-1 sigma-1 subunit; AP-1 beta-1 subunit,CAPG1; AP1M1; AP1S1; AP1B1,0.913
contextual,AP-1 adaptor complex (HA1 clathrin adaptor),Human,Mouse;  Drosophila melanogaster,Mediates protein sorting and trafficking between the trans-Golgi network and endosomes;  facilitating cargo selection and vesicle formation,AP-1 gamma-1 subunit; AP-1 mu-1 subunit; AP-1 sigma-1 subunit; AP-1 beta-1 subunit,CAPG1; AP1M1; AP1S1; AP1B1,0.913
zero-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,None,Regulates actin cytoskeleton organization and endocytic vesicle trafficking,Pan1 protein; End3 protein; Ede1 protein,PAN1 (Pan1 gene); END3 (End3 gene); EDE1 (Ede1 gene),Calculation
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),N/A,Regulates actin cytoskeleton dynamics and endocytic processes through interactions with multiple proteins involved in membrane trafficking and cytoskeletal organization,Pan1 protein (central scaffolding protein); End3 protein; Vrp1 protein,PAN1; END3; VRP1; Self Confidence Score Calculation:; Consistency across databases (0.85 × 0.3) = 0.255; Supporting experimental data (0.90 × 0.3) = 0.270; Protein-gene mapping accuracy (0.95 × 0.25) = 0.2375; Organism specificity (1.0 × 0.15) = 0.150,0.9125
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast); 1.00 × 0.15 = 0.150,N/A,Regulates actin cytoskeleton organization and endocytic vesicle trafficking through actin assembly and membrane dynamics,Pan1 protein (primary scaffold protein); End3 protein; Bzz1 protein; 1.00 × 0.25 = 0.250,PAN1; END3; BZZ1; Self Confidence Score Calculation:; Consistency across databases: 0.85 × 0.30 = 0.255; Supporting experimental data: 0.90 × 0.30 = 0.270,
zero-shot,AMP-activated protein kinase (AMPK) complex,Human,Mouse;  C. elegans,Cellular energy sensor that regulates metabolic processes;  activates energy-generating pathways;  and inhibits energy-consuming processes in response to low cellular energy levels,α-subunit (catalytic); β-subunit (scaffolding); γ-subunit (regulatory),α-subunit: PRKAA1;  PRKAA2; β-subunit: PRKAB1;  PRKAB2; γ-subunit: PRKAG1;  PRKAG2;  PRKAG3,0.875
few-shot,AMPK (AMP-Activated Protein Kinase) Complex,Human; 1.0 (analysis focused on human AMPK complex),Mouse;  C. elegans,A critical cellular energy sensor that regulates metabolic processes by detecting changes in cellular energy status;  activating ATP-generating pathways and inhibiting ATP-consuming processes when cellular energy levels are low.,AMPK α catalytic subunit; AMPK β regulatory subunit; AMPK γ regulatory subunit; 0.95 (well-established genetic associations),PRKAA1/PRKAA2 (α subunit); PRKAB1/PRKAB2 (β subunit); PRKAG1/PRKAG2/PRKAG3 (γ subunit); Self Confidence Score Calculation:; (0.90 × 0.3) + (0.85 × 0.3) + (0.95 × 0.25) + (1.0 × 0.15) = 0.27 + 0.255 + 0.2375 + 0.15 = 0.9125; Detailed breakdown of confidence score components:; Consistency across databases: 0.90 (high similarity in core complex description); Supporting experimental data: 0.85 (extensive research;  some variations in subunit interactions),
contextual,AMP-activated protein kinase (AMPK) complex,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,Cellular energy sensor and metabolic regulator that promotes ATP production and inhibits ATP-consuming processes during energy stress. Plays a critical role in maintaining cellular energy homeostasis by activating catabolic pathways and suppressing anabolic processes.,AMPK catalytic α subunit; AMPK regulatory β subunit; AMPK regulatory γ subunit,PRKAA1/PRKAA2 (α subunit); PRKAB1/PRKAB2 (β subunit); PRKAG1/PRKAG2/PRKAG3 (γ subunit); Self Confidence Score Calculation:; (0.95 × 0.3) + (0.92 × 0.3) + (0.98 × 0.25) + (1.0 × 0.15) = 0.285 + 0.276 + 0.245 + 0.15 = 0.956; Note: The high confidence score reflects extensive research;  consistent documentation across multiple scientific databases;  and well-established experimental evidence regarding the AMPK complex's structure and function in humans.,
zero-shot,Augmin complex,Drosophila melanogaster,Human;  C. elegans,Microtubule amplification and branching during mitotic spindle assembly,Dgt6 (Augmin subunit); Dgt2 (Augmin subunit); Dgt3 (Augmin subunit); Dgt4 (Augmin subunit); Dgt5 (Augmin subunit); Dgt7 (Augmin subunit); Dgt8 (Augmin subunit),CG5941 (Dgt6); CG7033 (Dgt2); CG9424 (Dgt3); CG9184 (Dgt4); CG9010 (Dgt5); CG4019 (Dgt7); CG5368 (Dgt8),0.82
few-shot,Augmin complex,Drosophila melanogaster,Human;  C. elegans,The Augmin complex plays a critical role in microtubule amplification during mitotic spindle assembly;  specifically facilitating the generation of new microtubule branches from existing microtubules in the spindle.,Augmin subunit 1 (Glu); Augmin subunit 2 (Haus2); Augmin subunit 3 (Haus3); Augmin subunit 4 (Haus4); Augmin subunit 5 (Haus5); Augmin subunit 6 (Haus6); Augmin subunit 7 (Haus7); Augmin subunit 8 (Haus8),glu; haus2; haus3; haus4; haus5; haus6; haus7; haus8,0.855
contextual,Augmin complex,Drosophila melanogaster,Human;  C. elegans,A multi-subunit protein complex crucial for microtubule amplification during mitotic spindle assembly;  specifically responsible for generating new microtubule branches from existing microtubules in the spindle.,Augmin subunit 1 (Augmin γ-tubulin complex component); Augmin subunit 2; Augmin subunit 3; Augmin subunit 4; Augmin subunit 5; Augmin subunit 6; Augmin subunit 7; Augmin subunit 8,Mda-3/Augmin; Mda-3; Chcα1; Chc; Aug-γ-TuGC; Bld10/Sas-4; Dgt6; Dgt5,0.888
zero-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster,Human,Regulation of cell cycle progression and transcriptional control of gene expression,Myb; LIN-54; MTA-1; DREAM complex components; dDP/E2F,Myb; lin-54; mta-1; rbf; e2f,0.815
few-shot,Myb-MuvB transcriptional activation complex,Drosophila melanogaster; 1.00 × 0.15 = 0.150,Human;  C. elegans,Regulates cell cycle progression and gene expression;  specifically controlling G1/S transition and DNA replication in Drosophila melanogaster,Myb; dLin-52; dRBP2; dE2F2; dRB97D; dLeak; 0.95 × 0.25 = 0.2375,Myb; Lin-52; RBP2; E2F2; RB97D; Leak; Self Confidence Score Calculation:; Consistency across sources: 0.85 × 0.30 = 0.255; Supporting experimental data: 0.90 × 0.30 = 0.270,0.9125
contextual,Myb-MuvB transcriptional activation complex,Drosophila melanogaster; 1.00 × 0.15 = 0.150,Human,Regulates cell cycle progression and gene expression;  particularly during S-phase;  by controlling transcription of cell cycle and DNA replication genes,dMYB (Drosophila Myb); LIN-54; dE2F2; RBF1/RBF2; DIP1; DMRT1/4/5; 0.95 × 0.25 = 0.238,Myb; lin-54; E2f2; Rbf1/Rbf2; dip1; dmrt1/dmrt4/dmrt5; Self Confidence Score Calculation:; Consistency across sources: 0.85 × 0.30 = 0.255; Supporting experimental data: 0.90 × 0.30 = 0.270,0.913
zero-shot,CORVET (Class C Core Vacuole/Endosome Tethering) Complex,Saccharomyces cerevisiae (Budding Yeast),None (most prominently studied in S. cerevisiae),Involved in endosome fusion and trafficking;  specifically mediating early endosome tethering and fusion in the vacuolar protein sorting pathway,Vps3; Vps8; Vps11; Vps16; Vps17; Vps41,VPS3; VPS8; VPS11; VPS16; VPS17; VPS41; Self Confidence Score Calculation:; (Consistency across sources: 0.9 * 0.3) + (Experimental data: 0.85 * 0.3) + (Protein-gene mapping: 1.0 * 0.25) + (Organism specificity: 1.0 * 0.15) = 0.93,0.93
