Technique,Complex Name,Organism,Other Organisms,Complex Function,Proteins,Genes,Confidence Score
contextual,Tip60 chromatin-remodeling complex,Human,Drosophila melanogaster;  Saccharomyces cerevisiae,The Tip60 chromatin-remodeling complex is involved in DNA repair;  apoptosis;  cell cycle regulation;  and transcriptional regulation through its histone acetyltransferase activity and chromatin remodeling functions.,Histone acetyltransferase KAT5;  RNA polymerase II-associated factor 1 homolog;  Actin-like protein 6A;  Bromodomain-containing protein 8;  E1A-binding protein p400;  Transformation/transcription domain-associated protein;  Enhancer of polycomb homolog 1;  MRG domain-binding protein;  Gas41-like protein,KAT5;  PAF1;  ACTL6A;  BRD8;  EP400;  TRRAP;  EPC1;  MRGBP;  YEATS4,0.94
zero-shot,COP9 Signalosome (CSN),Human (Homo sapiens),The COP9 Signalosome is conserved across eukaryotes;  including Mouse (Mus musculus);  Drosophila melanogaster;  Caenorhabditis elegans;  and Saccharomyces cerevisiae.,The COP9 Signalosome is a highly conserved protein complex that plays a crucial role in the regulation of protein degradation via the ubiquitin-proteasome system. It functions as a deneddylase;  removing the ubiquitin-like protein Nedd8 from the Cullin-RING E3 ubiquitin ligases (CRLs);  thereby regulating their activity. The CSN is also involved in various cellular processes such as cell cycle control;  DNA repair;  and signal transduction.,The human COP9 Signalosome consists of eight subunits: GPS1 (CSN1);  COPS2 (CSN2);  COPS3 (CSN3);  COPS4 (CSN4);  COPS5 (CSN5);  COPS6 (CSN6);  COPS7A or COPS7B (CSN7A or CSN7B);  and COPS8 (CSN8).,The corresponding genes for the human COP9 Signalosome subunits are GPS1;  COPS2;  COPS3;  COPS4;  COPS5;  COPS6;  COPS7A;  COPS7B;  and COPS8.,1.00
few-shot,COP9 signalosome complex,Human,Mouse;  Drosophila melanogaster;  Arabidopsis thaliana;  Schizosaccharomyces pombe,The COP9 signalosome (CSN) is a highly conserved protein complex that functions as a regulator of the ubiquitin-proteasome system. It is involved in various cellular processes;  including cell cycle regulation;  DNA repair;  and signal transduction. The CSN complex regulates the activity of cullin-RING ubiquitin ligases (CRLs) by removing the ubiquitin-like protein Nedd8 from cullins;  a process known as deneddylation.,COP9 signalosome complex subunit 1;  COP9 signalosome complex subunit 2;  COP9 signalosome complex subunit 3;  COP9 signalosome complex subunit 4;  COP9 signalosome complex subunit 5;  COP9 signalosome complex subunit 6;  COP9 signalosome complex subunit 7a;  COP9 signalosome complex subunit 8,GPS1;  COPS2;  COPS3;  COPS4;  COPS5;  COPS6;  COPS7A;  COPS8,0.94
contextual,COP9 signalosome complex,Human,Mouse;  Drosophila melanogaster;  Arabidopsis thaliana;  Schizosaccharomyces pombe,The COP9 signalosome (CSN) is a highly conserved protein complex that functions as a regulator in multiple signaling pathways. It is involved in various cellular and developmental processes;  including signal transduction;  transcriptional regulation;  cell cycle control;  and DNA repair. The complex also plays a critical role in regulating the ubiquitin-proteasome system by deneddylating the cullin subunits of SCF-type E3 ubiquitin ligases;  which in turn regulates the activity of these ligases.,COP9 signalosome complex subunit 1;  COP9 signalosome complex subunit 2;  COP9 signalosome complex subunit 3;  COP9 signalosome complex subunit 4;  COP9 signalosome complex subunit 5;  COP9 signalosome complex subunit 6;  COP9 signalosome complex subunit 7a;  COP9 signalosome complex subunit 8,GPS1;  COPS2;  COPS3;  COPS4;  COPS5;  COPS6;  COPS7A;  COPS8,0.955
zero-shot,20S proteasome,Saccharomyces cerevisiae (budding yeast),The 20S proteasome is highly conserved and found in other eukaryotic organisms;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,The 20S proteasome is the catalytic core of the 26S proteasome;  a central component of the ubiquitin-proteasome system responsible for the degradation of misfolded;  damaged;  or regulatory proteins in eukaryotic cells. It plays a crucial role in maintaining cellular homeostasis;  regulating cell cycle progression;  and antigen processing for immune response.,The 20S proteasome in Saccharomyces cerevisiae is composed of 28 subunits;  with 14 distinct subunits arranged in a barrel-shaped structure consisting of two outer α-rings and two inner β-rings (α7β7β7α7). The α-subunits include SCL1 (α1);  PRE8 (α2);  PRE9 (α3);  PRE6 (α4);  PUP2 (α5);  PRE5 (α6);  and PRE10 (α7). The β-subunits include PRE3 (β1);  PUP1 (β2);  PUP3 (β3);  PRE1 (β4);  PRE2 (β5);  PRE7 (β6);  and PRE4 (β7).,The corresponding genes for the 20S proteasome subunits in Saccharomyces cerevisiae are as follows:,0.8875
few-shot,20S proteasome,Saccharomyces cerevisiae,Human;  Mouse;  C. elegans;  Drosophila melanogaster,The 20S proteasome is the catalytic core particle of the 26S proteasome complex;  which is responsible for the degradation of intracellular proteins in a ubiquitin-dependent manner. It plays a crucial role in maintaining protein homeostasis and regulating various cellular processes;  such as cell cycle progression;  apoptosis;  and stress response.,Alpha 1-7 subunits (Scl1p;  Pre8p;  Scl1p;  Pre6p;  Pup2p;  Pre5p;  Pre10p);  Beta 1-7 subunits (Pre3p;  Pup1p;  Pup3p;  Pre1p;  Pre2p;  Pre7p;  Pre4p),Alpha subunits (SCL1;  PRE8;  SCL1;  PRE6;  PUP2;  PRE5;  PRE10);  Beta subunits (PRE3;  PUP1;  PUP3;  PRE1;  PRE2;  PRE7;  PRE4),0.955
contextual,20S proteasome,Saccharomyces cerevisiae (Budding yeast),Human;  Mouse;  C. elegans;  Drosophila melanogaster,The 20S proteasome is the catalytic core of the 26S proteasome;  a large multisubunit protease complex that degrades ubiquitinated proteins in an ATP-dependent manner. It is involved in the proteolytic degradation of most intracellular proteins;  including proteins that are misfolded;  oxidized;  or in general;  damaged. The 20S proteasome plays a crucial role in maintaining protein homeostasis and regulating various cellular processes;  such as cell cycle progression;  apoptosis;  and stress response.,20S proteasome subunit alpha 1;  20S proteasome subunit alpha 2;  20S proteasome subunit alpha 3;  20S proteasome subunit alpha 4;  20S proteasome subunit alpha 5;  20S proteasome subunit alpha 6;  20S proteasome subunit alpha 7;  20S proteasome subunit beta 1;  20S proteasome subunit beta 2;  20S proteasome subunit beta 3;  20S proteasome subunit beta 4;  20S proteasome subunit beta 5;  20S proteasome subunit beta 6;  20S proteasome subunit beta 7,SCL1;  PRE8;  PRE9;  PRE6;  PUP2;  PRE5;  PRE10;  PRE3;  PUP1;  PUP3;  PRE1;  PRE2;  PRE7;  PRE4,0.97
zero-shot,HCN1-HCN4 complex,Mouse (Mus musculus),Human (Homo sapiens),The HCN1-HCN4 complex forms a heteromeric hyperpolarization-activated cyclic nucleotide-gated (HCN) channel that contributes to the hyperpolarization-activated current (Ih) in neurons and cardiac cells. This complex plays a role in regulating neuronal excitability;  synaptic transmission;  and pacemaker activity in the heart.,HCN1;  HCN4,Hcn1;  Hcn4,0.84
few-shot,HCN1-HCN4 complex,Mouse,Human,Hyperpolarization-activated cyclic nucleotide-gated (HCN) channels are responsible for the hyperpolarization-activated current (Ih) in the heart and central nervous system. HCN1 and HCN4 subunits form heterotetrameric channels that contribute to the regulation of pacemaker activity in the heart and neuronal excitability in the brain.,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1;  Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,Hcn1;  Hcn4,0.925
contextual,HCN1-HCN4 complex,Human,Mouse,Hyperpolarization-activated cyclic nucleotide-gated (HCN) channels are responsible for the hyperpolarization-activated current (Ih) in neurons and cardiac cells. The HCN1-HCN4 complex forms a heterotetrameric voltage-gated ion channel that contributes to the regulation of neuronal excitability;  synaptic transmission;  and cardiac pacemaking.,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1;  Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,HCN1;  HCN4,0.94
zero-shot,GRIN1-P2RY4 complex,Homo sapiens (Human),Mus musculus (Mouse),The GRIN1-P2RY4 complex is involved in modulating NMDA receptor activity and synaptic transmission in the brain. P2RY4 interacts with GRIN1;  a subunit of the NMDA receptor;  and can regulate its function.,GRIN1 (Glutamate Ionotropic Receptor NMDA Type Subunit 1);  P2RY4 (Pyrimidinergic Receptor P2Y4),GRIN1;  P2RY4,0.79
few-shot,GRIN1-P2RY4 complex,Human,Mouse,The GRIN1-P2RY4 complex is involved in regulating synaptic plasticity and neuronal signaling. GRIN1 is a subunit of the NMDA receptor;  which plays a crucial role in learning;  memory;  and synaptic transmission. P2RY4 is a purinergic receptor that modulates neurotransmitter release and neuronal excitability. The interaction between these two proteins may influence neuronal communication and plasticity.,Glutamate receptor ionotropic;  NMDA 1 (GRIN1);  Pyrimidinergic receptor P2Y4 (P2RY4),GRIN1;  P2RY4,0.85
contextual,GRIN1-P2RY4 complex,Human,N/A,P2Y purinoceptor 4 (P2RY4) modulates N-methyl-D-aspartate (NMDA) receptor activity;  specifically through interactions with the GRIN1 subunit of NMDA receptors. This complex is involved in regulating synaptic transmission and plasticity in the central nervous system.,Glutamate receptor ionotropic;  NMDA 1;  P2Y purinoceptor 4,GRIN1;  P2RY4,0.88
zero-shot,LY96-TLR4 complex,Human (Homo sapiens),Mouse (Mus musculus),The LY96-TLR4 complex plays a crucial role in the innate immune response by recognizing lipopolysaccharide (LPS) from gram-negative bacteria and activating the NF-κB signaling pathway;  which leads to the production of pro-inflammatory cytokines and chemokines.,LY96 (Lymphocyte antigen 96;  also known as MD-2); TLR4 (Toll-like receptor 4),LY96; TLR4,1.00
few-shot,LY96-TLR4 complex,Human,Mouse,The LY96-TLR4 complex is a critical component of the innate immune system that recognizes lipopolysaccharide (LPS) from gram-negative bacteria and activates immune responses;  including cytokine production and inflammation.,Lymphocyte antigen 96 (LY96 or MD-2);  Toll-like receptor 4 (TLR4),LY96;  TLR4,0.985
contextual,LY96-TLR4 complex,Human,Mouse,Plays a central role in innate immune response by recognizing lipopolysaccharides (LPS) from gram-negative bacteria and activating NF-kappa-B signaling. Cooperates with LBP and CD14 to mediate the innate immune response to bacterial lipopolysaccharide.,Lymphocyte antigen 96;  Toll-like receptor 4,LY96;  TLR4,0.985
zero-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae (budding yeast),The RAD6-RAD18 complex is conserved in humans;  mice;  and other eukaryotes.,The RAD6-RAD18 ubiquitin ligase complex is involved in DNA damage tolerance pathways;  specifically in the post-replication repair (PRR) pathway. It plays a crucial role in the monoubiquitination of proliferating cell nuclear antigen (PCNA) in response to DNA damage;  which facilitates the recruitment of translesion synthesis (TLS) polymerases to bypass DNA lesions and maintain genomic stability.,RAD6 (Ubiquitin-conjugating enzyme E2 2); RAD18 (E3 ubiquitin-protein ligase RAD18),RAD6; RAD18,0.81
few-shot,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human;  Mouse,The RAD6-RAD18 ubiquitin ligase complex is involved in DNA damage tolerance mechanisms;  specifically in the post-replication repair pathway. It monoubiquitinates proliferating cell nuclear antigen (PCNA) in response to DNA damage;  which triggers the recruitment of translesion synthesis (TLS) polymerases to bypass DNA lesions.,Ubiquitin-conjugating enzyme E2 2;  E3 ubiquitin-protein ligase RAD18,RAD6;  RAD18,0.955
contextual,RAD6-RAD18 ubiquitin ligase complex,Saccharomyces cerevisiae,Human;  Mouse,This complex is an E2-E3 ubiquitin ligase that monoubiquitinates proliferating cell nuclear antigen (PCNA) at the stalled replication forks during post-replication repair (PRR). It is involved in the DNA damage tolerance (DDT) pathway;  which allows the bypass of DNA lesions during replication.,Ubiquitin-conjugating enzyme E2 2;  E3 ubiquitin-protein ligase RAD18,RAD6;  RAD18,0.955
zero-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),Not applicable;  as the PHO85-PHO80 CDK-cyclin complex is specific to Saccharomyces cerevisiae.,The PHO85-PHO80 CDK-cyclin complex plays a crucial role in the regulation of phosphate metabolism in Saccharomyces cerevisiae. It is involved in the phosphorylation and inactivation of the transcription factor Pho4;  which is a key regulator of phosphate-responsive genes. When phosphate levels are high;  the PHO85-PHO80 complex phosphorylates Pho4;  leading to its export from the nucleus and subsequent inactivation. This results in the repression of phosphate-responsive genes. Conversely;  when phosphate levels are low;  the PHO85-PHO80 complex is inactive;  allowing Pho4 to remain in the nucleus and activate the transcription of phosphate-responsive genes.,PHO85 (Cyclin-dependent kinase); PHO80 (Cyclin),PHO85; PHO80,1.00
few-shot,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae (budding yeast),N/A,The PHO85-PHO80 CDK-cyclin complex is involved in the regulation of phosphate metabolism;  glycogen storage;  and environmental stress responses. It phosphorylates various substrates;  including the transcription factor Pho4;  which regulates the expression of phosphate-responsive genes.,Pho85 (Cyclin-dependent kinase PHO85);  Pho80 (Cyclin PHO80),PHO85;  PHO80,0.94
contextual,PHO85-PHO80 CDK-cyclin complex,Saccharomyces cerevisiae,N/A,Cyclin-dependent kinase (CDK) complex that phosphorylates Pho4;  a transcription factor;  leading to its exclusion from the nucleus under high phosphate conditions. This complex is involved in the regulation of phosphate metabolism and glycogen storage.,Pho85;  Pho80,PHO85;  PHO80,0.97
zero-shot,DNA polymerase epsilon (Pol ε),Saccharomyces cerevisiae (budding yeast),DNA polymerase epsilon is conserved across eukaryotes;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,DNA polymerase epsilon (Pol ε) is a high-fidelity DNA polymerase that plays a crucial role in eukaryotic DNA replication;  specifically in leading strand synthesis. It also contributes to DNA repair and cell cycle checkpoint activation.,In Saccharomyces cerevisiae;  DNA polymerase epsilon consists of four subunits:,POL2; DPB2; DPB3; DPB4,0.8875
few-shot,DNA polymerase epsilon complex,Saccharomyces cerevisiae (Budding yeast),Human;  Mouse,DNA polymerase epsilon (Polε) is a high-fidelity DNA polymerase essential for eukaryotic genome replication;  primarily responsible for leading strand synthesis during DNA replication. It also plays a role in DNA repair and cell cycle control.,DNA polymerase epsilon catalytic subunit A;  DNA polymerase epsilon subunit B;  DNA polymerase epsilon subunit C;  DNA polymerase epsilon subunit D,POL2;  DPB2;  DPB3;  DPB4,0.925
contextual,DNA polymerase epsilon complex,Saccharomyces cerevisiae,Human;  Mouse,DNA polymerase epsilon is involved in nuclear DNA replication and repair;  specifically leading strand elongation during DNA replication and DNA synthesis associated with the repair of damaged DNA.,DNA polymerase epsilon catalytic subunit A;  DNA polymerase epsilon subunit B;  DNA polymerase epsilon subunit C;  DNA polymerase epsilon subunit D,POL2;  DPB2;  DPB3;  DPB4,0.94
zero-shot,Golgi transport complex,Saccharomyces cerevisiae (budding yeast),The Golgi transport complex is conserved across eukaryotes;  including Humans;  Mice;  C. elegans;  and Drosophila melanogaster.,The Golgi transport complex is involved in the transport of proteins between the endoplasmic reticulum (ER) and the Golgi apparatus;  as well as within the Golgi cisternae. It plays a crucial role in the anterograde and retrograde transport of cargo proteins;  ensuring proper protein sorting and modification.,Cog1p; Cog2p; Cog3p; Cog4p; Cog5p; Cog6p; Cog7p; Cog8p,COG1; COG2; COG3; COG4; COG5; COG6; COG7; COG8,0.825
few-shot,Golgi transport complex,Saccharomyces cerevisiae (budding yeast),Human;  Mouse,The Golgi transport complex is involved in intra-Golgi retrograde transport;  functioning in the recycling of Golgi resident proteins from the Golgi apparatus to the endoplasmic reticulum (ER). It is essential for maintaining the proper structure and function of the Golgi apparatus.,Conserved oligomeric Golgi complex subunit 1;  Conserved oligomeric Golgi complex subunit 2;  Conserved oligomeric Golgi complex subunit 3;  Conserved oligomeric Golgi complex subunit 4;  Conserved oligomeric Golgi complex subunit 5;  Conserved oligomeric Golgi complex subunit 6;  Conserved oligomeric Golgi complex subunit 7;  Conserved oligomeric Golgi complex subunit 8,COG1;  COG2;  COG3;  COG4;  COG5;  COG6;  COG7;  COG8,0.895
contextual,Golgi transport complex,Human,Saccharomyces cerevisiae,The Golgi transport complex;  also known as the COG (conserved oligomeric Golgi) complex;  is involved in the regulation of protein trafficking and glycosylation within the Golgi apparatus. It facilitates the tethering of vesicles and maintains the proper structure and function of the Golgi.,Conserved oligomeric Golgi complex subunit 1; Conserved oligomeric Golgi complex subunit 2; Conserved oligomeric Golgi complex subunit 3; Conserved oligomeric Golgi complex subunit 4; Conserved oligomeric Golgi complex subunit 5; Conserved oligomeric Golgi complex subunit 6; Conserved oligomeric Golgi complex subunit 7; Conserved oligomeric Golgi complex subunit 8,COG1; COG2; COG3; COG4; COG5; COG6; COG7; COG8,0.91
zero-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae (budding yeast),The GPI-anchor transamidase complex is conserved across eukaryotes;  including humans;  mice;  C. elegans;  and Drosophila melanogaster.,The GPI-anchor transamidase complex catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to the C-terminus of proteins destined for the cell surface. This post-translational modification is essential for the proper localization and function of many cell surface proteins.,Gaa1; Gpi8; Gpi16; Gpi17; Gab1,GAA1; GPI8; GPI16; GPI17; GAB1,0.8875
few-shot,GPI-anchor transamidase complex,Saccharomyces cerevisiae,Human;  Mouse,The GPI-anchor transamidase complex catalyzes the attachment of glycosylphosphatidylinositol (GPI) anchors to the C-terminus of proteins destined for the cell surface. This post-translational modification is essential for the proper localization and function of many cell surface proteins.,GPI8;  GAA1;  GPI16;  GPI17;  GAB1,GPI8;  GAA1;  GPI16;  GPI17;  GAB1,0.94
contextual,GPI-anchor transamidase complex,Saccharomyces cerevisiae,Human;  Mouse,The GPI-anchor transamidase complex is responsible for the attachment of glycosylphosphatidylinositol (GPI) anchors to the C-terminus of proteins in the endoplasmic reticulum. This post-translational modification anchors proteins to the cell membrane and is essential for their proper localization and function.,GPI8p;  GAA1p;  GPI16p;  GPI17p;  GAB1p,GPI8;  GAA1;  GPI16;  GPI17;  GAB1,0.94
zero-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,The complex is also found in humans;  mice;  and Drosophila melanogaster.,The Glycosylphosphatidylinositol-mannosyltransferase I complex is involved in the biosynthesis of glycosylphosphatidylinositol (GPI) anchor. It specifically catalyzes the addition of the first mannose to the GPI anchor precursor.,Gpi14p;  Pbn1p;  Gpi13p,GPI14;  PBN1;  GPI13,0.8875
few-shot,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,Human;  Mouse,Adds the first mannose to the glycosylphosphatidylinositol (GPI) anchor precursor. GPI anchors are glycolipids that anchor proteins to the cell surface membrane.,GPI mannosyltransferase 1;  GPI mannosyltransferase 2;  GPI mannosyltransferase 3;  GPI mannosyltransferase 4,GPI14;  PGA1;  GPI17;  PGA2,0.895
contextual,Glycosylphosphatidylinositol-mannosyltransferase I complex,Saccharomyces cerevisiae,N/A,The complex is involved in the biosynthesis of glycosylphosphatidylinositol (GPI) anchor;  specifically in adding the first mannose to the GPI anchor precursor.,Glycosylphosphatidylinositol-mannosyltransferase 1;  Phosphatidylinositol glycan anchor biosynthesis class U protein;  Phosphatidylinositol glycan anchor biosynthesis class Q protein,GPI14;  GAA1;  GPI19,0.94
zero-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),The Dsl1 tethering complex is conserved in other eukaryotic organisms;  including Homo sapiens (humans);  Mus musculus (mouse);  Caenorhabditis elegans (nematode);  and Drosophila melanogaster (fruit fly).,The Dsl1 tethering complex is involved in the fusion of Golgi-derived vesicles with the endoplasmic reticulum (ER) and facilitates the retrograde transport of proteins from the Golgi to the ER.,The Dsl1 tethering complex in Saccharomyces cerevisiae is composed of three proteins:,The corresponding genes for the proteins in the Dsl1 tethering complex in Saccharomyces cerevisiae are:,0.8875
few-shot,Dsl1 tethering complex,Saccharomyces cerevisiae (Budding yeast),N/A,The Dsl1 tethering complex is involved in Golgi-to-endoplasmic reticulum (ER) retrograde transport. It facilitates the fusion of Golgi-derived COPI vesicles with the ER membrane;  ensuring the retrieval of ER-resident proteins and maintaining the integrity of the ER.,Dsl1p;  Dsl3p (Sec39p);  Tip20p,DSL1;  SEC39;  TIP20,0.94
contextual,Dsl1 tethering complex,Saccharomyces cerevisiae (budding yeast),N/A,The Dsl1 complex is involved in Golgi-to-endoplasmic reticulum (ER) retrograde transport and plays a role in the tethering of COPI-coated vesicles to the ER membrane.,Dsl1p;  Dsl3p (Sec39p);  Tip20p,DSL1;  DSL3 (SEC39);  TIP20,0.94
zero-shot,AP-1 adaptor complex (HA1;  HA1 clathrin adaptor),The AP-1 adaptor complex is most prominent in Humans (Homo sapiens).,The AP-1 adaptor complex is also found in Mouse (Mus musculus);  Drosophila melanogaster;  Caenorhabditis elegans;  and Saccharomyces cerevisiae.,The AP-1 adaptor complex is involved in protein sorting and trafficking between the trans-Golgi network (TGN) and endosomes. It facilitates the formation of clathrin-coated vesicles for the transport of cargo proteins.,The human AP-1 adaptor complex consists of four subunits: AP1G1 (gamma-adaptin);  AP1B1 (beta-adaptin);  AP1M1 (mu-adaptin);  and AP1S1 (sigma-adaptin).,The corresponding genes for the proteins in the human AP-1 adaptor complex are AP1G1;  AP1B1;  AP1M1;  and AP1S1.,0.8875
few-shot,AP-1 adaptor complex (HA1;  HA1 clathrin adaptor),Human,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,The AP-1 adaptor complex is involved in protein sorting in the trans-Golgi network (TGN) and endosomes. It plays a role in the formation of clathrin-coated vesicles;  which transport cargo proteins between the TGN and endosomes.,AP-1 complex subunit gamma-1;  AP-1 complex subunit beta-1;  AP-1 complex subunit mu-1;  AP-1 complex subunit sigma-1A;  AP-1 complex subunit sigma-1B,AP1G1;  AP1B1;  AP1M1;  AP1S1;  AP1S2,0.9275
contextual,AP-1 adaptor complex,Human,Mouse;  Drosophila melanogaster;  Saccharomyces cerevisiae,The AP-1 adaptor complex is involved in protein sorting in the trans-Golgi network (TGN) and endosomes. It plays a role in the transport of cargo proteins from the TGN to endosomes and in the recycling of proteins from endosomes back to the TGN or plasma membrane.,AP-1 complex subunit gamma-1;  AP-1 complex subunit beta-1;  AP-1 complex subunit mu-1;  AP-1 complex subunit sigma-1A;  AP-1 complex subunit sigma-1B,AP1G1;  AP1B1;  AP1M1;  AP1S1;  AP1S2,0.925
zero-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae (budding yeast),The PAN1 complex is not found in humans;  mice;  C. elegans;  or Drosophila melanogaster. It is specific to Saccharomyces cerevisiae.,The PAN1 complex is involved in the regulation of actin cytoskeleton organization and endocytosis. It plays a role in the activation of the Arp2/3 complex;  which is essential for actin polymerization and the formation of branched actin networks. The complex also participates in the regulation of endocytic vesicle formation and trafficking.,The PAN1 complex in Saccharomyces cerevisiae consists of the following proteins:,The corresponding genes for the proteins in the PAN1 complex are:,0.825
few-shot,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,N/A,Involved in the regulation of actin cytoskeleton organization and endocytosis. It plays a role in the activation of the Arp2/3 complex;  which is essential for actin polymerization and the formation of branched actin networks.,Pan1p;  End3p;  Sla1p,PAN1;  END3;  SLA1,0.91
contextual,PAN1 actin cytoskeleton-regulatory complex,Saccharomyces cerevisiae,N/A,Involved in actin cytoskeleton organization and actin filament polymerization. Plays a role in endocytosis and cell polarization.,Actin cytoskeleton-regulatory complex protein PAN1;  Protein APP1;  Eps15-like protein 1;  Eps15-like protein 2,PAN1;  APP1;  EDE1;  EDE2,0.94
zero-shot,AMPK complex,The AMPK complex is highly conserved across eukaryotic species;  but it is most prominently studied in humans (Homo sapiens).,The AMPK complex is also found in other model organisms;  including Mouse (Mus musculus);  C. elegans (Caenorhabditis elegans);  Drosophila melanogaster;  and Saccharomyces cerevisiae.,AMPK (AMP-activated protein kinase) is a heterotrimeric serine/threonine kinase that plays a crucial role in regulating cellular energy homeostasis. It acts as a central metabolic sensor;  monitoring the cellular energy status and responding to changes in the AMP/ATP ratio. When activated by increased AMP levels or other metabolic stresses;  AMPK stimulates catabolic pathways that generate ATP;  such as fatty acid oxidation and glucose uptake;  while inhibiting anabolic processes that consume ATP;  such as lipid and protein synthesis. This helps restore energy balance within the cell.,In humans;  the AMPK complex consists of three subunits:,The corresponding human genes for the AMPK complex subunits are:,0.955
few-shot,AMPK complex,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,AMPK (AMP-activated protein kinase) is a key energy sensor that regulates cellular energy homeostasis. It is activated under conditions of low cellular energy (high AMP/ATP ratio) and promotes catabolic pathways while inhibiting anabolic processes to restore energy balance.,Protein kinase AMP-activated catalytic subunit alpha 1; Protein kinase AMP-activated catalytic subunit alpha 2; Protein kinase AMP-activated non-catalytic subunit beta 1; Protein kinase AMP-activated non-catalytic subunit beta 2; Protein kinase AMP-activated non-catalytic subunit gamma 1; Protein kinase AMP-activated non-catalytic subunit gamma 2; Protein kinase AMP-activated non-catalytic subunit gamma 3,PRKAA1;  PRKAA2;  PRKAB1;  PRKAB2;  PRKAG1;  PRKAG2;  PRKAG3,0.955
contextual,AMPK complex,Human,Mouse;  C. elegans;  Drosophila melanogaster;  Saccharomyces cerevisiae,A central regulator of cellular energy homeostasis. It is activated in response to stresses that deplete cellular ATP supplies such as low glucose;  hypoxia;  ischemia;  and heat shock. Activated AMPK stimulates catabolic pathways that generate ATP while inhibiting anabolic processes that consume ATP but are not acutely necessary for survival.,Protein kinase AMP-activated catalytic subunit alpha 1; Protein kinase AMP-activated catalytic subunit alpha 2; Protein kinase AMP-activated non-catalytic subunit beta 1; Protein kinase AMP-activated non-catalytic subunit beta 2; Protein kinase AMP-activated non-catalytic subunit gamma 1; Protein kinase AMP-activated non-catalytic subunit gamma 2; Protein kinase AMP-activated non-catalytic subunit gamma 3,PRKAA1;  PRKAA2;  PRKAB1;  PRKAB2;  PRKAG1;  PRKAG2;  PRKAG3,0.985
zero-shot,Augmin complex,Drosophila melanogaster,The Augmin complex is also found in Humans and Mice;  but not in C. elegans or Saccharomyces cerevisiae.,The Augmin complex is involved in microtubule generation within the mitotic spindle apparatus. It is responsible for recruiting γ-tubulin to pre-existing microtubules;  facilitating microtubule nucleation and increasing microtubule density during mitosis.,Dgt2 (Dim γ-tubulin 2);  Dgt3 (Dim γ-tubulin 3);  Dgt4 (Dim γ-tubulin 4);  Dgt5 (Dim γ-tubulin 5);  Dgt6 (Dim γ-tubulin 6);  Wac (Wee Augmin);  and Msd1 (Mitotic spindle density 1),dgt2;  dgt3;  dgt4;  dgt5;  dgt6;  wac;  and msd1,0.91
few-shot,Augmin complex,Drosophila melanogaster,Human,The Augmin complex is a critical component of the mitotic spindle that nucleates and organizes microtubules. It plays a crucial role in spindle assembly;  microtubule generation within the spindle;  and kinetochore fiber formation during cell division.,Dgt2 (Dim γ-tubulin 2);  Dgt3 (Dim γ-tubulin 3);  Dgt4 (Dim γ-tubulin 4);  Dgt5 (Dim γ-tubulin 5);  Dgt6 (Dim γ-tubulin 6);  Wac (Wee Augmin);  Msd1 (Mitotic spindle density 1);  Msd5 (Mitotic spindle density 5),dgt2;  dgt3;  dgt4;  dgt5;  dgt6;  wac;  msd1;  msd5,0.94
contextual,Augmin complex,Drosophila melanogaster,Human,The Augmin complex is a microtubule-binding complex that recruits γ-tubulin to pre-existing microtubules;  thereby promoting microtubule nucleation and branching. It plays a crucial role in spindle assembly and chromosome segregation during mitosis.,Augmin subunit 1 (Aug1);  Augmin subunit 2 (Aug2);  Augmin subunit 3 (Aug3);  Augmin subunit 4 (Aug4);  Augmin subunit 5 (Aug5);  Augmin subunit 6 (Aug6);  Augmin subunit 7 (Aug7);  Augmin subunit 8 (Aug8),wac;  dgt2;  dgt3;  dgt4;  dgt5;  dgt6;  dgt7;  msd5,0.955
zero-shot,Myb-MuvB (MMB) transcriptional activation complex,Drosophila melanogaster,The Myb-MuvB complex is also found in humans and C. elegans;  but with some differences in protein composition and function.,The Myb-MuvB complex is a key regulator of gene expression during the cell cycle;  particularly in the G2/M phases. It activates the transcription of genes required for mitosis;  cell cycle progression;  and cytokinesis.,Myb; Mip120; Mip130; p55/CAF1; Mip40,Myb; mip120; mip130; Caf1-55; mip40,0.91
